uuid,page_id,reader_view,running_time,adjusted_running_time,scrolling_time,num_words,correct_rate,img_width,age,device,dyslexia,education,gender,language,retake_trial,dyslexia_bin,english_native,Flesch_Kincaid,speed,ndam,eval,goals,birthday,rating,female,category,name,computer,native
b74b7a54-edf6-4d3f-92d3-8dc119424956,2-2,1,46602,39629,1874,324,1.0,1281,22.0,laptop,0.0,graduate school,1.0,English,0.0,0.0,N,10.697,585.8134337,200.0,3.6,0,12.06.1987,4,0.0,3,Irene,403,yes
c2330187-54a2-48ba-be2c-d317fea39438,3-2,1,57718,60594,1333,324,0.6666666667,574,,smartphone,1.0,high school,1.0,English,0.0,0.0,Y,11.081,146.2748381,130.0,3.5,1,26.07.1981,4,0.0,3,Elena,30,yes
5defc8cd-7312-4744-9ac0-ff39228637ed,2-1,0,48545,29215,7271,166,1.0,880,21.0,smartphone,2.0,high school,0.0,English,0.0,0.0,Y,11.081,256.6547272,35.0,4.3,0,13.04.1983,4,0.0,3,Alex,86,yes
264b7cb3-a20d-4fe4-9f75-2a0dda8f6300,3-2,0,44128,51827,5559,145,1.0,1438,18.0,laptop,1.0,,0.0,Other,0.0,1.0,N,9.6,534.1701534,130.0,3.8,0,24.06.1987,4,0.0,3,Cleo,283,yes
ce41ecb5-d3d6-467d-8d90-0da4db858b7c,2-1,1,36364,86910,6327,166,0.6666666667,1294,15.0,smartphone,0.0,graduate school,1.0,English,0.0,0.0,,8.337,147.7499952,1.0,3.9,0,24.08.1986,4,0.0,3,Irene,742,yes
840a40d4-fee9-48cc-a027-58628a5ca9e6,3-1,0,72420,57718,3785,145,1.0,1438,37.0,laptop,1.0,pre-high school,1.0,English,0.0,0.0,Y,7.638,274.568515,8130.0,4.4,1,26.04.1991,5,0.0,3,Hazel,169,yes
203a6897-eaef-44f2-ac30-f8e9d95fa886,2-2,0,26912,20324,1825,106,1.0,1438,21.0,laptop,0.0,pre-high school,0.0,Dutch,0.0,0.0,Y,9.6,360.0133338,8260.0,3.0,0,14.12.1987,5,1.0,1,Carla,100,yes
49ed1805-bfda-406e-af15-31507cb3c5ac,2-2,1,74980,52216,962,106,1.0,1135,21.0,laptop,0.0,graduate school,1.0,Korean,0.0,0.0,,10.697,693.6416185,8260.0,3.6,0,12.06.1976,5,0.0,2,Bonnie,439,no
44e64898-8cc7-4234-86f8-f68036f35eac,3-2,0,85982,17676,1371,145,0.6666666667,1438,23.0,laptop,0.0,high school,,English,0.0,0.0,,11.081,392.746663,18590.0,4.1,0,18.01.1989,5,0.0,2,Isbell,85,yes
f3976e86-1195-43c9-a4d9-901ec02d365d,1-2,0,34102,14319,3231,120,1.0,1438,,laptop,0.0,high school,1.0,Russian,0.0,1.0,Y,7.638,224.8268305,1.0,3.7,0,25.04.1988,5,0.0,3,Carmen,268,no
2a29612d-37ba-41fa-b45f-004677aa5908,1-1,1,20886,73893,1689,120,1.0,1294,21.0,laptop,0.0,high school,1.0,Chinese,0.0,0.0,Y,7.638,88045.97701,91.0,3.8,0,08.03.1990,4,0.0,2,Dennis,141,yes
471fa2d8-87bd-4cea-8ef6-6c24af87fbc7,2-1,0,71311,54332,1396,120,0.6666666667,1150,22.0,desktop,1.0,graduate school,1.0,Other,0.0,0.0,Y,11.081,215.4828412,2770.0,4.2,1,10.12.1985,4,0.0,3,Frances,721,yes
6b74a260-9d07-49bc-9cfb-6fefbe9a718b,2-2,1,48771,46317,5023,383,1.0,1423,68.0,laptop,,graduate school,1.0,,0.0,0.0,N,8.337,543.8519722,10400.0,4.5,0,07.09.1984,5,0.0,1,Helene,281,yes
30a1bff8-ce7b-4ea8-bfd0-579a06f06269,1-2,1,99278,46534,849,383,0.6666666667,1135,43.0,smartphone,1.0,graduate school,1.0,Dutch,,0.0,Y,10.697,315.3202131,58.0,4.0,0,10.12.1988,4,0.0,2,Isbell,16,yes
485838c8-c7f2-4591-a8d8-7896e1327b7d,1-2,1,31423,45598,0,383,1.0,1294,31.0,tablet,0.0,high school,2.0,English,0.0,0.0,Y,10.697,369.1739732,10690.0,3.4,0,17.03.1987,5,1.0,3,Andrew,313,yes
cc5900ac-23f3-4768-99c4-faf9c29e9382,2-2,1,104651,152252,32701,383,0.6666666667,880,,tablet,0.0,college,0.0,,0.0,0.0,N,10.485,295.1854239,3230.0,3.6,0,26.01.1984,5,1.0,2,Gladys,283,yes
6b68642b-ac9e-40c0-90d9-91bd6ffd92a9,2-2,0,83794,43930,980,145,0.3333333333,1212,21.0,desktop,0.0,college,1.0,English,0.0,0.0,Y,8.337,283.371948,5350.0,3.4,0,13.10.1984,4,1.0,3,Chantal,65,yes
fa08b044-8623-4659-959e-63953534e08d,1-2,0,24974,3058,282,145,1.0,1334,,laptop,0.0,college,0.0,English,0.0,0.0,Y,8.337,25851.06383,66730.0,3.1,0,12.01.1987,1,0.0,1,Irene,0,yes
de7bdd42-441a-4961-a547-2ccd7ccec379,2-1,1,48297,102056,2056,120,1.0,880,37.0,smartphone,1.0,graduate school,1.0,English,0.0,1.0,Y,11.081,313.111546,6.0,3.0,0,09.11.1982,1,0.0,1,Katrina,41,yes
3657cc44-95b2-45ff-9e4f-a4cd22079a32,1-1,1,42028,48087,2267,106,0.6666666667,1150,31.0,,1.0,professional school,0.0,English,0.0,0.0,Y,10.485,121.2302627,300.0,3.8,4,15.01.1985,5,0.0,2,Irene,114,yes
c94dde40-5c1a-4071-8a82-d9c9e525ddbc,2-2,1,8964,18477,3426,324,0.6666666667,880,21.0,laptop,,college,0.0,English,0.0,0.0,Y,9.6,387.9771673,2130.0,2.6,0,18.08.1984,1,,1,Sandy,14,yes
023c99b1-f32a-4d79-b5d7-197ac75591e2,3-1,1,31923,48523,10905,106,0.6666666667,880,48.0,laptop,1.0,high school,1.0,English,0.0,,Y,7.638,373.8511865,300.0,4.5,0,07.03.1993,2,0.0,3,Irene,706,yes
4aa80c95-24fc-45e5-b3c4-102653f15325,3-2,0,137221,38097,6498,106,1.0,1212,19.0,laptop,0.0,high school,1.0,English,0.0,0.0,Y,10.485,461.9305511,1260.0,3.2,0,12.07.1991,5,0.0,1,Camille,287,yes
86fc00ec-2ecf-4b13-b031-7de5b98c4716,3-2,0,30548,40943,17927,383,0.6666666667,1438,20.0,laptop,0.0,high school,1.0,English,0.0,,Y,10.485,318.0,10690.0,4.9,1,30.01.1981,3,1.0,3,Allen,53,yes
03f385b7-6b1b-4549-95f3-1d999b1df64a,3-2,1,28837,132797,684,145,1.0,1366,25.0,laptop,1.0,high school,1.0,English,0.0,0.0,Y,8.337,331.1641852,540.0,4.5,0,25.11.1986,2,0.0,1,Flossy,296,no
100567eb-57a5-424e-86c1-4a02cc690c8d,1-2,1,21667,25424,265,166,1.0,1334,44.0,smartphone,0.0,college,0.0,English,0.0,1.0,Y,9.6,1050.640437,15.0,4.2,0,24.06.1985,5,0.0,3,Charley,0,yes
323a09e0-4da8-499c-b80f-5802dbf08cb5,1-2,1,30604,67877,1558,166,0.3333333333,1294,27.0,laptop,0.0,college,1.0,English,0.0,0.0,N,9.6,170.1484072,,4.8,0,17.06.1982,5,0.0,3,Frances,28,yes
af2dd336-540d-4ded-ae2e-6d21383207fc,2-2,1,64570,101879,12480,166,1.0,1294,28.0,laptop,0.0,college,0.0,English,1.0,0.0,Y,9.6,123.4900853,51.0,4.2,0,06.12.1988,3,0.0,2,Edith,669,yes
d5862d1f-db68-46d7-b717-dc2a7f78befe,3-1,0,37233,33692,2518,145,1.0,1438,64.0,laptop,0.0,PhD,1.0,English,0.0,0.0,Y,7.638,479.9768686,800.0,3.4,0,23.02.1989,2,0.0,1,Gloria,626,yes
95165b45-dc58-4a62-bb78-afd606f1e34a,3-2,1,56130,34166,2109,166,1.0,1438,15.0,desktop,0.0,high school,1.0,English,0.0,0.0,N,7.638,484.087853,3620.0,3.3,0,24.09.1991,4,0.0,2,Gaston,496,yes
71ebc1ad-ebc2-4c5d-bc77-e372bc1b0159,2-2,1,77966,13409,629,145,0.6666666667,1438,30.0,desktop,0.0,,0.0,Polish,0.0,0.0,N,11.081,556.6739606,170.0,4.7,0,12.11.1980,5,0.0,1,Charley,1261,yes
2baf6ca8-ba5b-45f6-860e-359b139766f2,3-2,0,56472,20030,1328,383,0.3333333333,322,19.0,desktop,,graduate school,1.0,German,0.0,,Y,8.337,429.6853088,1650.0,3.9,0,10.03.1994,3,0.0,4,Belle,122,yes
a8d07b3c-a7d4-49c9-b2b9-07c268f706fc,3-2,1,69253,112895,214,383,1.0,880,30.0,laptop,0.0,college,1.0,English,0.0,0.0,Y,10.485,204.4161604,58.0,3.3,0,11.03.1991,3,1.0,2,Lili,313,yes
026078fb-bbd3-403e-9003-57ef39309521,3-1,1,28001,34179,2850,383,1.0,1213,54.0,desktop,1.0,college,1.0,Chinese,0.0,0.0,Y,7.638,326.1755912,4730.0,3.0,0,19.01.1984,5,0.0,3,Easy,345,yes
27d0e742-13f8-4911-a1d6-42cbea5067e2,3-1,1,83881,62774,1799,324,1.0,1309,24.0,desktop,,graduate school,0.0,English,0.0,1.0,,10.485,759.6694215,91.0,4.1,0,11.02.1983,5,0.0,1,Diane,1048,no
bdf3a343-8379-4a21-aa09-be0ea98c2e96,2-1,1,20335,57885,3334,106,0.3333333333,1366,27.0,smartphone,0.0,graduate school,1.0,English,0.0,0.0,,7.638,471.1460108,300.0,4.3,0,12.08.1983,3,0.0,3,Claudette,80,no
52655f97-f8e7-48eb-9269-d5ee71ad6db4,1-1,1,15522,32238,2928,324,1.0,1438,39.0,,0.0,high school,0.0,English,0.0,0.0,Y,10.697,349.8542274,8260.0,4.0,0,26.06.1992,4,0.0,3,Bret,31,yes
db4b8bab-f58d-4d9c-ab15-18335ea4b16e,3-2,0,55526,30683,8633,166,1.0,1438,59.0,laptop,0.0,high school,0.0,English,0.0,1.0,N,10.697,238.6886856,200.0,3.9,0,13.11.1985,4,0.0,3,Erin,258,yes
bdf3a343-8379-4a21-aa09-be0ea98c2e96,2-1,1,43566,40928,9574,106,1.0,1438,58.0,desktop,0.0,graduate school,0.0,English,0.0,0.0,Y,11.081,897.092755,160.0,4.6,0,16.02.1982,2,0.0,3,Inez,114,yes
9ad793c8-00ee-4105-85c4-5e9513b219b5,1-1,0,47826,25150,1710,324,1.0,1438,50.0,laptop,0.0,college,1.0,,0.0,0.0,N,9.6,1183.673469,500.0,3.8,5,31.08.1982,4,1.0,3,Ione,0,yes
786e8403-6cca-47f4-810f-b94ae3880816,2-1,1,38365,31105,258,120,0.6666666667,1281,37.0,laptop,0.0,college,1.0,English,0.0,,N,10.697,240.5773857,10210.0,3.9,2,05.06.1990,4,0.0,4,Humberto,165,yes
95ad60c1-7c93-4341-9da3-763bbed405b9,1-1,1,37673,57946,1369,106,0.3333333333,1294,26.0,laptop,0.0,high school,,Dutch,0.0,0.0,,7.638,278.238549,4.0,3.5,0,28.02.1985,5,1.0,1,Elena,216,yes
5a48e48b-30ca-48ad-a397-3ecf853bb5c9,3-2,1,144434,25960,3490,324,0.6666666667,1438,57.0,laptop,0.0,high school,1.0,English,0.0,0.0,Y,10.697,171.374542,3620.0,4.2,0,11.09.1979,5,0.0,1,Isaac,39,yes
ee53e6ab-48ea-4636-8141-e636a103cbb5,3-2,1,43920,42632,11525,106,0.6666666667,1438,26.0,,0.0,graduate school,1.0,English,0.0,0.0,N,10.485,422.9551645,91.0,3.1,0,14.05.1979,5,0.0,3,Earl,45,yes
a5e829ad-603c-4eb6-b078-c82074eae0a3,1-2,1,40179,57991,2402,166,1.0,1438,21.0,desktop,0.0,postdoctoral,1.0,Chinese,0.0,0.0,N,8.337,6297.376093,170.0,3.3,1,17.03.1982,4,0.0,4,Andrew,42,yes
45b56b87-c43f-4c6f-baae-661bbb6e40c7,3-1,0,23517,52248,15308,106,0.6666666667,1150,32.0,desktop,1.0,high school,0.0,English,,1.0,Y,10.485,168.231578,570.0,4.6,0,17.12.1981,5,0.0,1,Florence,499,yes
4ba34db8-9baa-42a5-bed2-a6381f36d03e,2-1,0,39693,40578,5732,145,0.6666666667,1423,29.0,tablet,0.0,pre-high school,1.0,English,0.0,0.0,Y,11.081,127.6830518,200.0,4.3,0,05.07.1979,5,1.0,2,Diane,615,yes
db397e5a-8fad-4c15-bf93-e25495e0584e,1-2,1,45542,69483,17696,324,1.0,1438,37.0,desktop,0.0,college,1.0,Italian,0.0,0.0,Y,7.638,299.2380513,4980.0,2.1,1,12.06.1976,4,0.0,4,Helene,3324,yes
afb433da-e4be-42f4-a386-41690af0783e,3-1,0,51425,36862,1442,383,1.0,1212,22.0,,0.0,college,1.0,Dutch,1.0,1.0,Y,10.485,264.2395772,1590.0,3.5,0,12.04.1986,4,1.0,1,King,300,yes
7ddcdb33-a18f-47fd-8476-4e5b117b5f09,3-1,1,36494,33802,3743,324,0.6666666667,1423,24.0,laptop,0.0,,2.0,Romanian,1.0,0.0,Y,7.638,272.2055206,10690.0,3.0,0,20.09.1983,4,0.0,3,Isabel,411,yes
6111a8de-8e09-451b-b8a9-ff41d2c985e8,3-1,0,88144,17713,8431,166,1.0,1281,33.0,laptop,0.0,high school,1.0,English,0.0,0.0,N,10.485,150.2980047,58.0,3.8,0,11.03.1985,3,0.0,4,Gracie,35,yes
9e9c021a-b55a-4aeb-af94-847d6d457b62,3-1,0,10265,70542,667,166,1.0,1281,46.0,laptop,,college,1.0,English,0.0,0.0,Y,10.485,163.8831756,160.0,4.4,0,16.06.1991,3,0.0,1,Debra,28,yes
fd573d43-4bb4-408c-a8c5-790b562841e6,1-1,1,62143,148412,17323,166,1.0,1294,20.0,laptop,0.0,college,,English,0.0,0.0,,11.081,372.8137465,1650.0,4.3,0,07.04.1986,3,0.0,1,Claudette,1158,yes
db4b8bab-f58d-4d9c-ab15-18335ea4b16e,3-1,0,31929,39635,0,106,1.0,1137,20.0,laptop,0.0,high school,1.0,English,0.0,0.0,Y,11.081,191.18052,1110.0,3.9,0,03.06.1992,5,0.0,4,Earl,59,yes
b502be75-8bea-4412-9b7d-813e7bba3685,3-1,0,26989,15655,1929,106,1.0,1438,12.0,laptop,1.0,graduate school,1.0,English,0.0,0.0,Y,11.081,357.2675647,2770.0,4.0,0,27.12.1991,2,0.0,1,Isbell,1762,yes
692642eb-92da-4af7-b9c5-d9e588a1cbf1,2-2,1,38281,25989,1584,145,1.0,880,23.0,laptop,0.0,college,1.0,English,0.0,0.0,N,8.337,398.6490228,730.0,3.4,0,30.03.1986,3,0.0,2,Connie,38,yes
9bf41690-b2cc-4709-964d-7c21b856bbf8,3-1,0,20328,56392,1159,166,1.0,880,21.0,laptop,1.0,high school,0.0,English,0.0,0.0,N,11.081,211.0482487,6.0,4.4,0,09.11.1983,4,0.0,3,King,585,yes
1566f86d-93ed-408b-a7b8-90d409419736,2-1,1,69672,57883,1730,324,1.0,1212,20.0,laptop,0.0,PhD,1.0,English,0.0,1.0,Y,10.697,174.5793124,12770.0,4.0,2,07.01.1985,4,0.0,1,Chantal,75,yes
036b67f1-2e0e-4bc3-9616-c53f4bdeebf6,2-1,1,13580,122019,49613,383,0.6666666667,1212,27.0,tablet,0.0,college,0.0,English,0.0,0.0,Y,11.081,166.6025459,16260.0,3.9,0,03.10.1978,4,0.0,2,Agnes,47,yes
1ab057fb-ac2e-4650-88bc-ede767006043,1-1,1,42912,63573,6316,145,1.0,1438,19.0,laptop,0.0,college,1.0,English,0.0,0.0,Y,11.081,264.763565,290.0,4.4,3,06.06.1988,5,0.0,5,Helene,37,no
9ac5e209-cf05-47a5-a394-9c733e12d8f6,2-1,0,21119,62491,8549,120,0.6666666667,1438,28.0,,2.0,high school,1.0,English,1.0,0.0,Y,10.485,234.5847661,1650.0,4.7,0,29.05.1993,3,0.0,3,Babe,21,yes
14d4cd1a-7cba-4495-91d7-47fd9d0990e6,2-2,0,75128,66723,3757,166,1.0,322,,,0.0,high school,1.0,English,0.0,0.0,N,10.485,187.6010782,4980.0,4.9,0,11.11.1983,3,0.0,3,Agnes,71,yes
4be26ab5-1d7e-44bf-bd62-0a66c914394a,3-2,0,49815,38368,32049,106,0.6666666667,1438,35.0,laptop,0.0,college,,English,0.0,0.0,Y,11.081,146.511202,200.0,3.8,0,11.07.1980,2,0.0,1,Andrew,571,yes
e726e53d-6183-4ec0-b300-896df7bca3c2,3-1,1,200842,32237,217,324,0.6666666667,1366,25.0,,0.0,pre-high school,0.0,,0.0,0.0,Y,9.6,253.1195202,10690.0,3.7,0,23.09.1992,4,0.0,1,Cindy,224,yes
0fd5e38b-fd91-40c0-b154-d407eba53e1f,2-2,1,36583,36601,6322,106,0.6666666667,1294,26.0,laptop,0.0,graduate school,0.0,Swedish,0.0,0.0,Y,10.485,224.2940143,94.0,3.5,2,07.02.1978,4,0.0,4,Emily,112,yes
1807eb20-6d3a-4efc-a8c4-8901ef1fca5f,1-2,0,145374,18801,770,120,0.6666666667,1281,62.0,,0.0,pre-high school,,English,0.0,0.0,N,10.697,478.6173277,510.0,4.0,0,27.10.1994,3,0.0,1,Irene,27,yes
a12939e3-640d-42c5-87ed-83c1358c4698,3-1,1,18822,63630,6433,383,1.0,1368,37.0,laptop,0.0,college,0.0,,0.0,0.0,Y,8.337,222.3244404,5350.0,3.9,0,13.01.1984,5,0.0,3,Sandy,165,yes
4a348423-fe96-4fcb-9b2d-f32161971b4d,1-1,0,144885,50428,3130,324,1.0,880,49.0,laptop,0.0,high school,1.0,English,,0.0,Y,10.697,294.4183194,1650.0,3.2,0,28.05.1990,4,1.0,2,Dora,32,yes
b95563e8-9d70-4aee-8c29-b2d677981d92,2-1,0,38015,14150,103,383,1.0,1366,24.0,tablet,,college,0.0,Russian,0.0,0.0,Y,10.485,794.3512798,5060.0,4.2,0,05.08.1980,5,0.0,3,Charley,379,yes
b8fe046e-0564-4ca6-909e-6177a1343917,3-2,0,46695,44563,0,166,1.0,1438,23.0,laptop,0.0,high school,1.0,Russian,0.0,0.0,Y,10.697,448.4264554,510.0,3.8,0,13.04.1983,3,0.0,1,Gladys,1333,yes
3208209a-6dbd-4582-ba9a-63a144f479f2,3-2,0,45223,47291,4359,383,1.0,1366,23.0,laptop,0.0,college,1.0,English,0.0,0.0,Y,8.337,164.9848509,230.0,4.2,3,30.10.1985,4,1.0,3,Andrew,155,yes
45e73d9d-cc89-4ee6-a6e2-ab4582ed166d,2-1,0,7592,18910,0,106,1.0,1212,23.0,smartphone,0.0,high school,1.0,English,0.0,0.0,Y,9.6,536.3467701,730.0,3.9,0,02.01.1981,5,1.0,2,Hazel,47,yes
ebe32dfe-f98a-490f-a017-f2872a47a1af,1-2,0,46590,54813,5244,166,1.0,1150,43.0,smartphone,0.0,graduate school,,English,0.0,1.0,Y,8.337,304.8751258,96.0,3.5,0,12.07.1990,3,0.0,3,Gloria,49,yes
54c3e853-e07a-4b15-ab2d-691a120c3b32,2-1,0,37293,29125,6857,166,1.0,689,53.0,laptop,0.0,college,,English,0.0,0.0,Y,8.337,311.8717207,20020.0,4.4,0,29.03.1990,2,0.0,3,Frederic,50,yes
a28afe06-386d-4288-994d-28b51c745e3b,1-1,0,80072,27583,34216,383,1.0,880,18.0,laptop,0.0,high school,,English,0.0,0.0,,10.485,9.787206863,51.0,3.4,0,11.06.1987,4,0.0,2,Inez,615,yes
fb6a141a-25cb-4495-9b22-48bc79dbd24e,2-2,0,75130,39947,1262,324,1.0,1438,16.0,laptop,0.0,graduate school,0.0,English,0.0,1.0,Y,11.081,305.3917439,250.0,4.4,5,19.01.1980,4,0.0,2,Gaston,107,no
023c99b1-f32a-4d79-b5d7-197ac75591e2,3-2,0,104815,71291,460,120,1.0,1150,34.0,laptop,,high school,0.0,,,0.0,Y,8.337,216.9916518,410.0,2.7,0,13.10.1980,2,0.0,3,Dora,32,yes
71ebc1ad-ebc2-4c5d-bc77-e372bc1b0159,2-2,0,49878,43717,1367,106,0.6666666667,1438,60.0,laptop,0.0,college,,English,0.0,0.0,Y,8.337,242.3595763,430.0,2.8,0,08.09.1983,5,1.0,2,Isbell,114,yes
dcf4d35b-0244-403b-ac65-5593edf94d6c,2-2,1,75726,118044,6307,120,1.0,1438,24.0,laptop,0.0,high school,0.0,English,0.0,0.0,,9.6,239.6884051,70.0,4.7,0,17.05.1982,4,0.0,3,Able,300,yes
e0080083-9f88-4396-bb69-13c375543c8c,1-1,1,18809,36646,9599,145,1.0,1438,17.0,tablet,1.0,postdoctoral,1.0,English,0.0,0.0,Y,10.485,296.4285714,2770.0,4.5,0,15.05.1987,3,0.0,3,Audrey,71,yes
b95563e8-9d70-4aee-8c29-b2d677981d92,1-1,0,41528,34847,866,166,0.6666666667,1294,25.0,tablet,0.0,graduate school,1.0,English,0.0,1.0,Y,10.485,786.3399945,4.0,4.7,0,20.05.1977,4,0.0,3,Charley,40,yes
4ae8593c-1ba3-42b0-9e6e-deed9cdb2161,1-1,0,21761,31463,3023,324,0.6666666667,689,57.0,desktop,0.0,high school,1.0,English,0.0,0.0,Y,8.337,245.1055958,2650.0,4.0,0,04.11.1985,2,0.0,3,Carol,14,yes
9b2ec410-aab7-47b8-a6d3-19e9c1e54d4b,2-2,1,51755,9975,382,383,1.0,1294,19.0,smartphone,0.0,college,1.0,English,0.0,0.0,Y,10.697,348.5245079,1110.0,4.3,0,01.06.1981,5,0.0,1,Babe,25,yes
8dbae56a-69d6-470e-837f-17b3df9f2ca8,2-1,1,23541,17610,114,383,1.0,1294,23.0,laptop,0.0,high school,1.0,English,0.0,0.0,N,8.337,423.8835704,24260.0,3.9,0,14.01.1982,1,1.0,2,Dora,36,yes
4aa80c95-24fc-45e5-b3c4-102653f15325,2-2,0,33239,131459,8259,166,0.6666666667,1438,45.0,laptop,0.0,professional school,1.0,English,0.0,0.0,Y,10.485,205.1217966,350.0,3.7,0,20.03.1984,5,0.0,4,Allen,41,yes
a1f22d02-0b2f-4c57-8736-0957dd153f8d,3-2,1,59309,42612,9045,324,1.0,1150,16.0,smartphone,0.0,high school,1.0,English,0.0,0.0,Y,11.081,444.072057,51.0,3.9,1,04.08.1985,5,,1,Edna,75,yes
c82105bb-8520-4727-b430-daec6fdef0dc,1-1,0,37080,43716,2317,383,1.0,1281,22.0,desktop,0.0,high school,1.0,English,0.0,0.0,Y,9.6,567.4011955,25960.0,4.5,0,24.08.1982,3,0.0,2,Rita,36,yes
92549cea-1034-4ed8-8c3f-b94bbdd55d0e,2-1,1,49438,34302,10774,106,1.0,1294,35.0,desktop,0.0,college,1.0,Other,0.0,0.0,Y,10.485,375.7072803,1650.0,4.5,1,03.07.1988,5,0.0,3,Frederic,406,yes
fb6a141a-25cb-4495-9b22-48bc79dbd24e,1-2,0,33672,34747,1318,383,1.0,1438,,smartphone,0.0,college,0.0,English,0.0,0.0,,9.6,248.3114044,3870.0,4.0,0,29.09.1984,3,0.0,2,Gaston,70,yes
b60fd095-b0c5-4946-ab0a-4901ce69f617,3-2,1,74851,105995,402,106,1.0,880,25.0,smartphone,0.0,high school,1.0,English,0.0,1.0,,11.081,884.8469952,1180.0,4.1,1,20.03.1985,4,0.0,1,Jerry,195,yes
9bd7345e-fc32-41f1-a8c6-ee371715652e,1-2,0,31306,30736,0,106,0.6666666667,880,26.0,laptop,1.0,college,0.0,English,0.0,0.0,Y,11.081,183.7247595,10690.0,3.6,1,12.01.1988,5,0.0,4,Emily,254,yes
f01af761-d426-46f0-ac95-33b120cf9e23,1-2,1,86782,58421,6200,106,1.0,1214,20.0,desktop,0.0,college,0.0,,0.0,0.0,Y,8.337,122.943584,66.0,4.0,0,16.07.1989,2,0.0,2,Bret,27,yes
2e174514-6907-4570-ab73-1d42a3521a95,1-1,1,78023,88494,2282,383,0.6666666667,1438,31.0,laptop,1.0,college,0.0,English,0.0,0.0,N,7.638,9808.342728,6200.0,3.7,1,15.05.1994,4,0.0,1,Betsy,27,yes
8e023aef-67dd-4d6b-bcf3-b12c776379b4,2-1,1,22415,17198,5224,324,1.0,1294,23.0,smartphone,0.0,college,2.0,English,0.0,0.0,Y,11.081,586.1048766,350.0,3.6,2,22.04.1979,5,0.0,5,Bertha,224,yes
b856a7a0-694d-44df-84e5-7df262774187,1-2,1,14214,17657,4718,166,0.6666666667,1438,15.0,laptop,0.0,professional school,1.0,English,0.0,0.0,Y,10.697,297.1768202,6.0,4.0,0,01.09.1977,5,0.0,2,Cleo,226,yes
ba55d704-303e-4928-9c5a-9c2838360e3d,1-1,1,34455,25838,5846,166,1.0,1135,22.0,desktop,,graduate school,1.0,English,0.0,0.0,Y,10.697,353.6860491,8130.0,4.0,0,28.05.1990,4,0.0,2,Andrew,96,yes
