Unnamed: 0,female,black,housing_expense_ratio,self_employed,married,mortgage_credit,consumer_credit,bad_history,PI_ratio,deny,loan_to_value,denied_PMI,accept,ndam,eval,weight,occupation,age,page_id,category,name,county,native
1822,0.0,0,0.23,0,1.0,1,1,0,0.304,0,0.6363636,0,1,10210.0,4.2,67.0,6,52.0,1-1,3,Babe,Marin,yes
1352,1.0,1,0.257,0,0.0,2,1,1,0.25,0,0.5182073,0,1,5060.0,3.4,73.0,5,47.0,2-1,3,King,Merced,yes
1171,0.0,0,0.35,0,1.0,1,1,0,0.26,0,0.89915967,0,0,4980.0,4.0,72.0,1,27.0,2-1,1,Carol,San Diego,yes
798,0.0,0,0.24,0,0.0,2,6,0,0.35,0,0.34965035,0,0,800.0,3.4,78.0,3,42.0,1-2,1,Danny,Butte,yes
1061,0.0,1,0.214,0,1.0,1,5,0,0.33,0,0.92156863,0,1,23040.0,4.2,73.0,4,22.0,2-2,3,Hilda,San Diego,yes
1192,0.0,0,0.285,0,0.0,2,2,1,0.38,0,0.5025126,0,1,200.0,3.9,81.0,7,52.0,1-1,4,Isaac,Merced,yes
1503,0.0,0,0.14,0,0.0,2,3,0,0.41689998,0,0.5945946,0,1,24000.0,3.8,84.0,1,22.0,3-2,2,Humberto,Kern,yes
1629,0.0,0,0.083000004,0,1.0,2,2,1,0.32,0,0.8484849,0,1,170.0,4.0,76.0,1,37.0,2-1,1,David,San Diego,yes
1181,1.0,0,0.32,1,1.0,2,5,0,0.36,0,0.68,0,1,8130.0,4.3,80.0,5,57.0,2-1,1,Claudette,Kern,yes
741,0.0,0,0.2749,0,1.0,2,2,0,0.39,0,0.7304348,0,1,20430.0,4.9,90.0,3,27.0,2-2,3,Katrina,Shasta,yes
1840,0.0,0,0.273,0,0.0,2,1,1,0.29799998,0,0.8148148,0,1,14730.0,3.0,78.0,5,42.0,3-2,3,Gracie,San Mateo,yes
56,0.0,0,0.241,0,0.0,2,1,0,0.308,1,0.8988764,0,1,,4.7,79.0,3,27.0,1-2,2,Sandy,Kern,yes
1285,0.0,1,0.27,0,1.0,2,1,0,0.38900003,0,0.88461536,0,1,15850.0,4.2,78.0,5,32.0,2-1,2,Irene,Humboldt,yes
2058,0.0,0,0.2757,0,0.0,1,6,1,0.24,0,0.5106383,0,0,14730.0,4.0,64.0,1,22.0,2-2,1,Diana,Siskiyou,yes
1055,0.0,0,0.28,0,1.0,2,1,0,0.36,0,0.7866667,0,1,700.0,4.7,79.0,5,37.0,3-1,5,Chantal,Fresno,yes
1809,0.0,0,0.23200001,0,1.0,1,1,0,0.387,0,0.877551,0,1,3620.0,4.0,96.0,6,32.0,2-2,1,Ike,Siskiyou,yes
733,0.0,0,0.22,0,0.0,1,1,1,0.34,0,0.797546,0,1,1650.0,5.0,84.0,6,27.0,1-2,3,Humberto,San Diego,yes
443,1.0,1,0.24,1,1.0,2,1,1,0.337,0,0.91358024,0,1,53270.0,4.0,64.0,5,27.0,2-1,3,Florence,Riverside,yes
973,0.0,0,0.3,1,1.0,2,6,0,0.4,0,0.9153846,0,1,20370.0,3.7,76.0,6,42.0,1-2,2,Bret,Kern,yes
1309,0.0,0,0.26,0,0.0,2,1,0,0.35,0,0.83928573,0,1,20370.0,3.1,87.0,3,22.0,2-2,3,Gloria,Sonoma,yes
1102,0.0,0,0.28,0,1.0,2,2,0,0.47,0,0.7923077,0,1,6.0,4.2,84.0,6,27.0,1-2,2,Gracie,Nevada,yes
1565,0.0,0,0.24139999,0,0.0,2,1,0,0.2,0,0.7375,0,1,10210.0,3.8,74.0,6,37.0,1-2,1,Florence,San Mateo,yes
927,0.0,0,0.29,0,0.0,2,2,0,0.319,0,0.9013158,0,1,7110.0,3.4,,1,22.0,2-2,1,Cindy,San Mateo,yes
2274,0.0,0,0.32,0,0.0,2,1,0,0.19,1,0.89855075,0,1,510.0,3.9,79.0,6,32.0,3-2,3,Florence,Nevada,yes
1090,1.0,1,0.24,1,0.0,2,1,0,0.32,0,0.7751938,0,1,20000.0,4.7,80.0,1,27.0,2-1,3,Frances,Shasta,yes
1279,0.0,0,0.18,0,1.0,2,2,0,0.27,0,0.7708333,0,1,75000.0,3.2,72.0,1,27.0,3-1,2,Opal,Humboldt,yes
2366,0.0,0,0.28,0,1.0,1,2,1,0.31,0,0.902439,0,1,3230.0,3.4,69.0,6,32.0,2-1,2,Erin,Orange,yes
1200,1.0,0,0.26299998,0,1.0,2,2,1,0.37,0,0.8639456,0,1,570.0,3.5,71.0,4,37.0,2-1,1,Carla,San Bernardino,yes
1846,0.0,0,0.16399999,0,0.0,2,1,0,0.348,0,0.89912283,0,1,4730.0,4.6,83.0,5,27.0,1-1,1,Lili,Los Angeles,yes
1746,1.0,0,0.23969999,0,1.0,2,1,0,0.38599998,0,0.7632653,0,0,2130.0,4.0,82.0,1,32.0,3-2,1,Florence,Tulare,yes
792,1.0,0,0.24,1,1.0,1,1,1,0.38,0,0.9034483,0,1,16260.0,4.6,70.0,6,32.0,3-1,4,Katrina,Los Angeles,yes
994,1.0,0,0.23,0,0.0,1,1,0,0.3,0,0.72405064,0,1,800.0,3.8,74.0,1,47.0,3-2,1,Helene,Santa Clara,yes
2078,0.0,1,0.31,0,0.0,1,2,0,0.18,0,0.7368421,0,0,15.0,4.3,74.0,5,27.0,1-2,3,Danny,Los Angeles,yes
598,0.0,0,0.28,0,1.0,1,1,0,0.22,0,0.75757575,0,1,1310.0,4.2,64.0,5,42.0,1-2,3,Connie,Yuba,yes
527,0.0,0,0.24,0,0.0,2,1,1,0.348,0,0.795,0,1,15.0,4.4,72.0,5,42.0,3-2,1,Bonnie,Tuolumne,yes
1441,0.0,0,0.19,0,1.0,1,1,0,0.34,0,0.8,0,1,1110.0,3.6,74.0,2,27.0,1-1,3,Hugo,Santa Clara,yes
2131,0.0,0,0.13,1,1.0,1,1,0,0.39,0,0.9375,0,1,91.0,4.1,,6,57.0,3-2,1,Dolly,Sonoma,yes
509,1.0,0,0.51,0,0.0,2,1,0,0.29639998,1,0.51914895,0,1,15.0,4.0,95.0,5,37.0,3-1,1,Gaston,San Mateo,yes
903,1.0,1,0.23,0,1.0,1,1,0,0.156,0,0.66935486,0,0,700.0,4.0,71.0,4,27.0,3-2,3,Humberto,Lake,yes
2153,0.0,0,0.29,0,1.0,1,6,0,0.318,0,0.64285713,0,1,300.0,3.6,68.0,6,32.0,1-2,2,Sandy,San Diego,yes
2019,0.0,0,0.25,1,1.0,1,1,0,0.44,0,0.74358976,0,1,6200.0,3.3,80.0,4,27.0,1-1,3,Rita,Tuolumne,yes
873,1.0,0,0.14,0,1.0,1,2,0,0.15,0,0.9478261,0,1,290.0,3.8,78.0,1,27.0,2-2,1,Alex,Imperial,yes
1286,0.0,0,0.25,0,1.0,2,1,0,0.26,0,0.61421317,0,1,10210.0,4.9,74.0,6,27.0,3-1,2,Earl,Placer,yes
1044,0.0,0,0.24,0,0.0,2,1,0,0.3839,0,0.71428573,0,1,6450.0,4.3,97.0,5,37.0,1-2,1,Isaac,Kern,yes
755,0.0,0,0.27,1,1.0,2,1,0,0.3798,0,0.83756346,0,1,1260.0,4.0,71.0,1,27.0,3-1,1,Inez,Contra Costa,yes
438,0.0,0,0.062,0,1.0,2,1,0,0.31,0,0.7483871,0,1,75000.0,4.0,78.0,6,27.0,1-2,1,Babe,Kern,yes
807,0.0,1,0.27,0,1.0,1,1,0,0.38,1,0.7581967,0,1,4180.0,3.2,71.0,1,32.0,3-1,3,Betsy,Santa Clara,yes
1791,0.0,0,0.102,1,1.0,2,1,0,0.41,1,0.8,0,1,1650.0,4.4,85.0,6,37.0,2-2,3,Agnes,Kern,yes
849,0.0,0,0.2033,1,0.0,2,5,0,0.59,0,0.6666667,0,1,96.0,4.5,90.0,3,22.0,1-1,3,Audrey,Monterey,no
478,0.0,0,0.26,1,1.0,1,1,0,0.39,0,0.72,0,1,800.0,4.1,80.0,6,37.0,1-1,2,Alma,Humboldt,yes
1083,0.0,0,0.09,0,1.0,2,2,0,0.41,0,0.8,0,1,1430.0,3.9,70.0,1,37.0,2-1,1,Fran,Tulare,yes
1261,1.0,0,0.31,0,1.0,2,1,0,0.4266,0,0.71428573,0,1,200.0,3.8,76.0,6,32.0,3-1,3,Dora,Orange,no
111,1.0,0,0.222,0,1.0,2,1,0,0.35799998,0,0.8440367,0,1,15.0,4.5,80.0,4,47.0,1-1,3,Alex,Contra Costa,yes
1944,0.0,0,0.2,0,1.0,2,2,0,0.31,1,0.42372882,0,1,730.0,4.5,65.0,5,32.0,1-2,3,Dennis,San Mateo,yes
1550,0.0,0,0.13,1,1.0,1,1,0,0.32,0,0.9027778,0,1,24000.0,3.0,68.0,5,27.0,2-1,1,Bob,Nevada,yes
2024,0.0,0,0.235,0,0.0,2,2,0,0.42,0,0.6353591,0,1,1650.0,3.8,79.0,5,32.0,2-2,2,Beulah,Riverside,yes
134,0.0,1,0.345,0,1.0,2,1,0,0.38,0,0.8989899,0,0,35.0,3.7,80.0,6,22.0,2-2,4,Bonnie,Butte,no
2201,1.0,0,0.274,0,0.0,2,1,0,0.26,0,0.85,0,1,6200.0,3.0,87.0,6,32.0,1-2,1,Rita,Tulare,yes
1642,0.0,0,0.26,0,1.0,3,1,0,0.36,0,0.9235669,0,1,410.0,3.6,86.0,6,37.0,1-2,4,Dora,Santa Clara,yes
2096,1.0,1,0.18,0,1.0,2,5,0,0.39,1,0.6574074,0,1,70.0,3.7,69.0,1,27.0,2-1,3,Danny,San Diego,yes
44,0.0,1,0.21,0,1.0,2,6,0,0.32,0,0.48085105,0,1,5060.0,4.4,81.0,5,27.0,1-2,1,Bob,Tulare,yes
2263,1.0,0,0.3,0,1.0,1,6,0,0.3196,1,0.8,0,1,170.0,3.6,71.0,6,32.0,1-2,3,Bret,Marin,yes
1756,1.0,0,0.536,0,0.0,1,6,0,0.37,0,0.885,0,1,3620.0,3.1,62.0,6,32.0,2-2,3,Lili,Santa Clara,yes
1724,1.0,0,0.22,0,0.0,1,6,0,0.37,0,0.94375,0,1,51.0,4.0,85.0,6,32.0,3-2,2,David,El Dorado,yes
1395,0.0,0,0.3662,0,0.0,2,1,0,0.57,0,0.95,0,0,1590.0,4.5,69.0,4,37.0,2-1,1,Hugo,Tuolumne,yes
173,0.0,0,0.34,0,0.0,1,2,0,0.29,0,0.74452555,0,1,570.0,4.6,75.0,5,32.0,2-1,1,Irene,San Diego,yes
2339,1.0,1,0.27,0,1.0,2,4,0,0.14,0,0.8,0,1,5350.0,4.0,79.0,5,47.0,2-1,1,Emily,Sonoma,yes
2378,0.0,0,0.31,0,1.0,2,6,0,0.36,0,0.7809524,0,0,96.0,3.5,77.0,5,22.0,1-1,3,Betsy,Sonoma,yes
416,0.0,0,0.3,0,1.0,2,1,0,0.42,0,0.8910891,0,1,6200.0,4.0,69.0,4,37.0,1-2,3,Gustav,Shasta,no
1849,0.0,0,0.27,0,1.0,2,1,0,0.38,0,0.68041235,0,1,1110.0,4.7,82.0,5,27.0,1-1,4,Danny,Kern,yes
923,0.0,0,0.12,0,1.0,2,1,0,0.33,0,0.79310346,0,1,230.0,4.4,95.0,3,32.0,1-2,1,Dolly,Ventura,yes
2142,0.0,0,0.17,0,1.0,2,2,0,0.27,0,0.7921348,0,1,3620.0,3.9,85.0,5,22.0,1-1,2,Florence,Santa Cruz,yes
367,0.0,0,0.33,1,1.0,2,1,0,0.34,0,0.8,0,1,8130.0,4.0,87.0,6,37.0,3-2,3,Hazel,Kern,yes
1242,1.0,0,0.24200001,0,0.0,2,1,0,0.26,0,1.0,0,1,10690.0,4.4,77.0,1,27.0,1-1,1,Agnes,San Luis Obispo,yes
2314,1.0,0,0.26,0,0.0,2,1,0,0.24200001,0,0.8016529,0,1,300.0,3.7,80.0,4,57.0,1-2,3,Hugo,Sacramento,no
259,0.0,1,0.2805,0,0.0,1,2,0,0.37,0,0.5925926,0,1,12770.0,4.2,75.0,1,27.0,1-2,1,Bob,Contra Costa,yes
1423,0.0,0,0.22,0,0.0,3,1,0,0.4391,0,0.8,0,1,700.0,4.2,81.0,5,27.0,1-1,2,Cindy,San Diego,yes
1620,0.0,0,0.24,0,1.0,2,1,0,0.27,0,0.9493671,0,1,250.0,2.2,70.0,3,27.0,2-1,2,Florence,Nevada,yes
1361,1.0,0,0.28,0,1.0,2,6,0,0.28,0,0.67164177,0,1,160.0,3.5,69.0,5,37.0,2-2,2,Beulah,Los Angeles,yes
1304,0.0,0,0.3155,0,0.0,2,1,1,0.38,0,0.7819149,0,1,170.0,4.5,70.0,5,22.0,3-1,5,Cindy,Fresno,yes
1622,0.0,0,0.39330003,0,1.0,2,1,0,0.37,1,0.76,0,1,150.0,3.8,78.0,5,37.0,3-2,2,Claudette,Sacramento,yes
1094,0.0,0,0.25,0,1.0,1,1,0,0.325,0,0.32894737,0,1,8260.0,2.8,78.0,5,22.0,2-2,3,Debra,Los Angeles,yes
1510,0.0,0,0.33,0,1.0,2,2,1,0.35,0,0.6474397,0,1,8130.0,4.4,80.0,5,57.0,2-1,2,Cindy,San Bernardino,yes
1512,0.0,0,0.11,0,1.0,2,2,0,0.39,0,0.79626167,0,1,540.0,4.2,77.0,6,27.0,2-2,1,Cindy,Humboldt,yes
282,0.0,0,0.21,0,1.0,1,1,0,0.216,0,0.8,0,1,5350.0,3.8,70.0,1,42.0,3-1,3,Edna,Sonoma,yes
1917,0.0,0,0.32,0,1.0,2,4,0,0.27,0,0.7076923,0,1,1590.0,4.5,81.0,1,52.0,1-2,1,Opal,El Dorado,yes
1646,1.0,0,0.1333,1,0.0,1,5,1,0.35,0,0.88780487,0,1,24000.0,4.7,75.0,6,27.0,1-1,1,Bob,San Mateo,yes
962,0.0,0,0.23,0,1.0,2,1,0,0.47,0,0.9285714,0,1,24000.0,3.6,78.0,5,27.0,3-2,2,Beulah,Sonoma,yes
1385,0.0,0,0.21,0,0.0,2,1,0,0.3206,0,0.82481754,0,0,16260.0,4.1,75.0,3,27.0,2-2,1,Isbell,Los Angeles,yes
179,0.0,0,0.26,0,0.0,2,2,0,0.371,0,0.8,0,1,19321.0,4.5,87.0,6,57.0,1-1,2,Belle,Tehama,yes
2017,0.0,0,0.29,0,1.0,2,1,0,0.34,0,0.9459459,0,1,91.0,4.2,73.0,3,32.0,3-2,1,Ethel,Imperial,yes
508,0.0,0,0.25,0,1.0,2,1,0,0.55,0,0.8833333,0,1,510.0,3.9,75.0,5,27.0,1-1,1,Erin,San Diego,yes
2095,0.0,0,0.29,0,0.0,2,1,0,0.37,0,0.78527606,0,1,,4.4,62.0,1,32.0,2-2,3,Hilda,Santa Clara,yes
817,0.0,1,0.22,0,1.0,2,1,0,0.23,0,0.7987805,0,1,130.0,3.8,,6,32.0,2-1,1,Inez,Los Angeles,yes
332,0.0,0,0.34,1,1.0,2,6,0,0.34080002,0,0.503876,0,0,5.0,4.0,72.0,5,27.0,2-2,2,Cleo,Ventura,yes
2363,0.0,1,0.06,0,0.0,1,1,0,0.3,0,0.81904763,0,1,53270.0,3.3,75.0,4,27.0,1-2,2,Hazel,Placer,yes
700,1.0,0,0.214,0,1.0,1,5,0,0.3,1,0.5753846,0,1,300.0,4.7,66.0,5,37.0,3-1,3,Ione,Madera,yes
188,0.0,0,0.183,0,1.0,2,1,0,0.3151,1,0.8,0,0,6.0,4.6,77.0,5,42.0,3-1,1,Dennis,Sonoma,yes
599,0.0,0,0.1891,0,1.0,2,1,0,0.36,0,0.8,0,1,99.0,2.9,74.0,5,27.0,3-2,3,Alicia,Humboldt,yes
2158,0.0,0,0.27969998,1,0.0,2,2,0,0.39049998,1,0.8910891,0,1,5060.0,4.7,76.0,5,27.0,2-1,3,Gracie,San Luis Obispo,yes
342,0.0,1,0.12,0,0.0,2,1,0,0.37,1,0.79298246,0,0,540.0,4.5,75.0,6,32.0,3-1,3,Sandy,Humboldt,yes
2090,0.0,0,0.29,0,1.0,2,1,0,0.34,0,0.8769231,0,1,19321.0,3.4,70.0,5,42.0,2-2,3,Bonnie,Riverside,yes
254,0.0,0,0.21,0,0.0,1,1,0,0.41,0,0.77380955,0,1,4180.0,4.6,85.0,3,22.0,3-1,1,Elena,Lake,yes
353,1.0,0,0.3,0,0.0,2,4,0,0.24,0,0.877193,0,1,99.0,4.6,74.0,5,32.0,1-1,2,Carmen,Humboldt,yes
2299,1.0,0,0.25,0,1.0,2,3,0,0.216,0,0.9,0,1,,4.7,87.0,1,37.0,3-2,3,Agnes,Santa Barbara,yes
2321,0.0,0,0.24,0,1.0,2,2,0,0.3353,0,0.4702381,0,1,1310.0,4.5,86.0,5,32.0,3-2,2,Diana,Kings,yes
218,0.0,0,0.275,0,1.0,2,1,0,0.35830003,0,0.7967033,0,1,160.0,4.3,80.0,5,32.0,3-2,1,Katrina,Tuolumne,no
1100,0.0,0,0.22,0,1.0,1,1,0,0.38099998,0,0.8888889,0,0,250.0,4.6,75.0,2,27.0,3-1,1,Hugo,Madera,yes
402,1.0,0,0.3,1,0.0,2,1,1,0.146,0,0.5,0,1,800.0,3.1,78.0,1,37.0,3-2,2,Cindy,Placer,yes
1146,1.0,0,0.19,0,0.0,1,1,0,0.44,0,0.5037037,0,1,20020.0,3.7,95.0,4,32.0,3-1,4,Bob,Tehama,yes
647,1.0,1,0.2192,0,1.0,2,1,0,0.43,0,0.8689655,0,1,3620.0,3.6,76.0,4,27.0,2-2,2,Elena,Shasta,yes
1125,0.0,0,0.25,1,1.0,1,1,0,0.29,0,0.736,0,1,2130.0,4.0,63.0,7,27.0,1-2,3,Sandy,Tulare,yes
2064,0.0,0,0.25,0,0.0,1,2,0,0.26,0,0.7894737,0,1,91.0,3.1,71.0,5,22.0,3-1,1,Fran,Tulare,yes
800,0.0,1,0.18,0,1.0,1,3,0,0.37,0,0.7056604,0,1,4360.0,4.5,76.0,6,22.0,3-1,4,Hugo,Imperial,yes
605,0.0,0,0.15,0,0.0,1,2,0,0.31,0,0.9533333,0,0,300.0,4.4,82.0,3,37.0,3-2,4,Andrew,Lake,yes
1783,0.0,1,0.24,0,0.0,1,1,0,0.33,0,0.8357143,0,1,58.0,4.5,85.0,5,27.0,1-1,2,Ophelia,Kings,yes
1910,,0,0.25100002,0,0.0,3,1,0,0.165,0,0.47826087,0,1,410.0,4.3,75.0,6,47.0,2-1,1,David,Humboldt,yes
2037,0.0,0,0.5,0,0.0,1,1,0,0.44,0,0.7894737,0,1,2700.0,4.4,85.0,6,27.0,3-2,1,Carla,Ventura,yes
1208,0.0,1,0.3514,0,1.0,2,1,0,0.32,1,0.72202164,0,0,4980.0,3.2,75.0,5,42.0,2-2,3,Humberto,Humboldt,yes
1539,0.0,0,0.28,0,0.0,1,2,0,0.54,0,1.0,0,1,25960.0,4.3,85.0,3,52.0,2-2,1,David,San Diego,yes
464,0.0,1,0.22,0,1.0,2,1,0,0.55,1,0.448,0,1,5350.0,4.4,78.0,1,37.0,2-2,2,Camille,San Mateo,yes
695,0.0,1,0.202,0,0.0,1,1,0,0.313,0,0.792,0,1,35.0,4.5,71.0,5,32.0,1-1,1,Bob,Sonoma,yes
471,0.0,0,0.33,0,1.0,2,1,1,0.26,0,0.79941005,0,0,6200.0,4.2,85.0,1,42.0,3-2,3,Bertha,Santa Clara,yes
461,0.0,0,0.25,0,0.0,2,2,0,0.41,0,0.8,0,1,91.0,4.7,72.0,4,27.0,3-1,1,Diane,Tehama,yes
2261,0.0,0,0.17,0,0.0,2,4,0,0.26,0,0.65,0,1,5350.0,4.4,82.0,5,27.0,2-1,1,Camille,Contra Costa,yes
321,0.0,0,0.24,0,0.0,2,6,1,0.35,0,0.71428573,0,1,15.0,3.7,74.0,3,42.0,2-1,1,Diana,Kern,yes
1596,0.0,0,0.33,0,0.0,2,6,0,0.27969998,0,0.9,0,1,70.0,4.4,73.0,1,27.0,3-2,3,Floyd,Kings,yes
210,1.0,0,0.0,1,1.0,2,1,0,0.42,0,0.65217394,0,1,290.0,3.6,75.0,1,27.0,3-1,3,Humberto,San Bernardino,yes
643,0.0,0,0.254,0,1.0,1,1,0,0.32,0,0.8875,0,1,300.0,3.5,60.0,4,47.0,3-1,3,Emily,San Luis Obispo,yes
1763,0.0,0,0.13,0,1.0,2,2,0,0.38,0,0.5,0,1,4360.0,3.5,84.0,5,27.0,1-1,1,Frederic,Kern,yes
727,1.0,0,0.35,0,1.0,2,1,0,0.14,1,0.9506173,0,1,58.0,4.1,74.0,5,42.0,1-2,2,Chantal,San Joaquin,yes
788,0.0,0,0.28,0,0.0,2,3,0,0.4001,0,0.4366812,0,1,4360.0,4.2,68.0,5,27.0,3-1,1,Fern,Santa Clara,yes
1414,0.0,0,0.27,0,1.0,2,5,0,0.17,0,0.79518074,0,1,230.0,3.5,80.0,5,37.0,2-2,1,Dora,Tehama,yes
29,0.0,0,0.26,0,0.0,1,2,0,0.35,0,0.8965517,0,1,5.0,4.5,81.0,5,32.0,1-1,1,Opal,Fresno,yes
2252,0.0,0,0.21,1,0.0,2,2,0,0.36,0,0.8027211,0,1,2650.0,4.9,70.0,6,27.0,2-1,1,Betsy,San Diego,yes
426,0.0,0,0.15100001,0,0.0,1,1,0,0.43,0,0.7610063,0,1,6870.0,4.6,70.0,1,27.0,2-1,1,Debra,San Diego,yes
1920,1.0,1,0.12,1,0.0,2,1,0,0.33,0,0.8,0,1,20020.0,4.8,81.0,6,22.0,1-2,3,Hazel,Fresno,no
251,0.0,0,0.26,0,1.0,2,1,0,0.39,0,0.7567568,0,0,350.0,4.2,76.0,5,22.0,2-2,2,David,Kern,yes
1198,1.0,0,0.1992,0,1.0,2,2,0,0.319,1,0.8852459,0,1,1590.0,4.4,79.0,5,22.0,1-1,3,Ethel,Madera,yes
410,0.0,0,0.16,1,0.0,2,1,0,0.35349998,0,0.58441556,0,1,1590.0,3.2,86.0,1,27.0,1-1,1,King,San Mateo,yes
2042,0.0,0,0.29,0,1.0,1,3,0,0.276,0,0.73142856,0,1,16260.0,4.5,74.0,5,27.0,2-1,2,Irene,San Diego,yes
1374,0.0,0,0.34,0,1.0,2,6,0,0.34,0,0.5753846,0,1,6450.0,3.6,65.0,6,27.0,3-2,2,Bret,Sonoma,yes
1745,0.0,0,0.26790002,0,0.0,1,1,0,0.33,0,0.7037037,0,1,4730.0,4.7,75.0,1,37.0,1-2,2,Alex,Glenn,yes
529,,0,0.15,0,0.0,2,1,0,0.08,0,0.8,0,1,,4.3,82.0,4,42.0,2-2,2,Georges,San Bernardino,yes
1220,0.0,1,0.2757,1,0.0,1,1,0,0.39,0,0.75454545,0,1,66730.0,4.1,70.0,3,22.0,1-1,1,Barbara,Sonoma,yes
1873,0.0,0,0.28,0,1.0,2,1,0,0.39,0,0.75,0,1,51.0,4.4,76.0,6,57.0,1-2,1,Inez,Riverside,yes
978,0.0,0,0.17629999,1,1.0,2,3,0,0.32,0,0.72164947,0,0,4730.0,3.7,80.0,6,22.0,3-2,2,Edna,Kern,yes
1828,0.0,0,0.28,1,1.0,2,1,1,0.38,0,0.7214612,0,1,300.0,4.8,68.0,5,32.0,3-2,2,Edna,Humboldt,yes
1195,1.0,0,0.027999999,0,1.0,1,1,0,0.38,0,0.9104478,0,1,12620.0,4.3,78.0,5,22.0,1-1,3,Erin,San Mateo,yes
2269,0.0,0,0.2779,0,1.0,4,1,0,0.34,0,0.904,0,1,23040.0,4.7,75.0,5,22.0,1-1,1,Cleo,El Dorado,yes
765,1.0,0,0.2,0,1.0,2,1,0,0.4,0,0.33816424,0,1,200.0,2.3,65.0,1,22.0,3-1,3,Lili,Humboldt,yes
1000,0.0,0,0.3,0,0.0,2,1,0,0.36,0,0.8604651,0,1,5060.0,4.0,68.0,1,22.0,1-2,3,Floyd,Ventura,yes
440,0.0,0,0.31,0,1.0,2,2,0,0.35,0,0.7508772,0,1,1650.0,3.8,84.0,5,22.0,1-1,3,Bob,Sutter,yes
422,0.0,0,0.26,0,1.0,1,3,0,0.43,1,0.9541985,0,1,2770.0,4.3,79.0,6,27.0,1-2,2,Danny,Tulare,yes
229,1.0,0,0.33,0,1.0,2,3,0,0.225,0,0.8,0,1,130.0,3.4,77.0,6,22.0,2-1,3,Dolly,San Diego,yes
1376,1.0,0,0.3,0,1.0,2,1,0,0.32,1,0.5825243,0,1,130.0,4.7,75.0,5,22.0,2-2,1,Bonnie,Madera,yes
196,0.0,0,0.11,0,1.0,1,1,0,0.47939998,0,0.7990654,0,1,99.0,3.5,70.0,5,27.0,1-2,2,Frederic,Marin,yes
