uuid,page_id,reader_view,running_time,adjusted_running_time,scrolling_time,num_words,correct_rate,img_width,age,device,dyslexia,education,gender,language,retake_trial,dyslexia_bin,english_native,Flesch_Kincaid,speed,ndam,eval,goals,birthday,rating,female,category,name,computer,native
0023cb4d-a3f6-4163-8761-a07914b40754,2-1,1,20896,18808,2088,145,0.6666666667,1150,21.0,laptop,0.0,high school,1.0,Other,0.0,0.0,N,8.337,462.5691195,35.0,3.8,0,26.06.1992,4,1.0,1,Ethel,50,yes
0111fc3b-685f-4756-9692-67ace3297314,3-1,1,33061,30976,2085,106,0.6666666667,1438,19.0,desktop,0.0,college,0.0,English,0.0,0.0,Y,11.081,205.3202479,15850.0,4.3,0,04.10.1980,5,0.0,4,Carla,960,yes
0111fc3b-685f-4756-9692-67ace3297314,2-1,0,39929,38421,1508,145,1.0,1438,19.0,desktop,0.0,college,0.0,English,0.0,0.0,Y,8.337,226.4386664,300.0,3.4,0,15.07.1976,5,0.0,1,Cindy,139,yes
0111fc3b-685f-4756-9692-67ace3297314,1-1,0,77673,74513,3160,324,0.6666666667,1438,19.0,desktop,0.0,college,0.0,English,0.0,0.0,Y,9.6,260.8940722,6450.0,3.4,1,17.08.1982,5,0.0,2,Cleo,69,yes
0111fc3b-685f-4756-9692-67ace3297314,2-2,1,42367,41263,1104,166,1.0,1438,19.0,desktop,0.0,college,0.0,English,0.0,0.0,Y,7.638,241.3784747,16260.0,3.3,0,17.05.1990,5,0.0,2,Dora,53,no
0111fc3b-685f-4756-9692-67ace3297314,1-2,1,63836,58345,5491,383,1.0,1438,19.0,desktop,0.0,college,0.0,English,0.0,0.0,Y,10.485,393.8640843,2770.0,4.3,0,20.03.1988,4,0.0,3,Hilda,169,yes
0111fc3b-685f-4756-9692-67ace3297314,3-2,0,37407,34160,3247,120,0.6666666667,1438,19.0,desktop,0.0,college,0.0,English,0.0,0.0,Y,10.697,210.7728337,800.0,4.4,4,24.02.1987,5,0.0,2,Isbell,0,yes
014c91ae-55d5-4aab-87e7-77c677f8a128,2-2,0,44766,44501,265,166,1.0,1212,25.0,laptop,0.0,college,1.0,English,0.0,0.0,Y,7.638,223.8151952,20000.0,4.6,0,22.03.1984,4,0.0,3,Betsy,216,yes
014c91ae-55d5-4aab-87e7-77c677f8a128,1-1,0,73423,73010,413,324,0.6666666667,1212,25.0,laptop,0.0,college,1.0,English,0.0,0.0,Y,9.6,266.2648952,730.0,4.2,0,07.01.1991,5,1.0,2,Alma,198,yes
014c91ae-55d5-4aab-87e7-77c677f8a128,3-1,1,27458,26242,1216,106,1.0,1212,25.0,laptop,0.0,college,1.0,English,0.0,0.0,Y,11.081,242.3595763,99.0,4.0,1,06.11.1990,5,1.0,1,Inez,742,no
014c91ae-55d5-4aab-87e7-77c677f8a128,3-2,0,28369,28111,258,120,1.0,1212,25.0,laptop,0.0,college,1.0,English,0.0,0.0,Y,10.697,256.1274946,5060.0,3.3,2,20.09.1983,4,0.0,3,Beulah,269,yes
014c91ae-55d5-4aab-87e7-77c677f8a128,2-1,1,38176,37655,521,145,1.0,1212,25.0,laptop,0.0,college,1.0,English,0.0,0.0,Y,8.337,231.0450139,800.0,4.4,0,10.11.1986,5,0.0,2,Gladys,67,yes
014c91ae-55d5-4aab-87e7-77c677f8a128,1-2,1,42703,41876,827,383,1.0,1212,25.0,laptop,0.0,college,1.0,English,0.0,0.0,Y,10.485,548.7630146,23040.0,2.3,0,12.10.1981,4,0.0,5,Camille,55,yes
01793098-f0e2-4ef8-a0eb-706a0584332d,2-1,0,54268,48912,5356,145,1.0,1438,31.0,desktop,2.0,graduate school,0.0,,0.0,1.0,,8.337,177.8704612,6870.0,3.5,0,25.10.1987,3,1.0,3,Celia,569,yes
01793098-f0e2-4ef8-a0eb-706a0584332d,1-1,1,150968,146860,4108,324,1.0,1438,31.0,desktop,2.0,graduate school,0.0,,0.0,1.0,,9.6,132.3709655,300.0,4.7,1,19.10.1992,5,0.0,2,Edith,224,yes
01793098-f0e2-4ef8-a0eb-706a0584332d,3-1,0,50526,50351,175,106,1.0,1438,31.0,desktop,2.0,graduate school,0.0,,0.0,1.0,,11.081,126.3132808,500.0,3.9,0,28.07.1993,4,0.0,1,Fern,721,yes
01793098-f0e2-4ef8-a0eb-706a0584332d,1-2,0,127301,125380,1921,383,1.0,1438,31.0,desktop,2.0,graduate school,0.0,,0.0,1.0,,10.485,183.2828202,200.0,4.0,7,05.02.1985,4,0.0,1,Ginger,202,yes
01793098-f0e2-4ef8-a0eb-706a0584332d,2-2,1,61999,61999,0,166,0.6666666667,1438,31.0,desktop,2.0,graduate school,0.0,,0.0,1.0,,7.638,160.6477524,20430.0,4.3,1,22.04.1979,4,0.0,1,Agnes,1713,yes
01793098-f0e2-4ef8-a0eb-706a0584332d,3-2,1,57718,57718,0,120,1.0,1438,31.0,desktop,2.0,graduate school,0.0,,0.0,1.0,,10.697,124.7444471,1180.0,3.8,0,10.06.1983,3,0.0,3,Carmen,177,yes
020bf19f-ab82-4c2a-8fb3-fbaab33412fd,2-2,1,49651,46697,2954,166,1.0,1294,29.0,laptop,0.0,college,1.0,Russian,0.0,0.0,N,7.638,213.289933,6190.0,3.8,0,28.02.1985,4,0.0,3,Eloise,204,yes
020bf19f-ab82-4c2a-8fb3-fbaab33412fd,3-1,1,39816,38256,1560,106,1.0,1294,29.0,laptop,0.0,college,1.0,Russian,0.0,0.0,N,11.081,166.2484316,570.0,4.0,1,10.08.1983,5,0.0,1,Belle,18,yes
020bf19f-ab82-4c2a-8fb3-fbaab33412fd,1-2,1,86342,82355,3987,383,0.6666666667,1294,29.0,laptop,0.0,college,1.0,Russian,0.0,0.0,N,10.485,279.0358812,66.0,4.6,0,17.08.1977,5,0.0,1,Babe,562,yes
020bf19f-ab82-4c2a-8fb3-fbaab33412fd,3-2,0,33937,30736,3201,120,0.6666666667,1294,29.0,laptop,0.0,college,1.0,Russian,0.0,0.0,N,10.697,234.2529932,70.0,3.5,1,08.01.1990,5,0.0,1,Bob,275,yes
020bf19f-ab82-4c2a-8fb3-fbaab33412fd,1-1,0,131637,127958,3679,324,0.6666666667,1294,29.0,laptop,0.0,college,1.0,Russian,0.0,0.0,N,9.6,151.9248503,2700.0,4.7,0,05.06.1990,5,0.0,2,David,1762,yes
020bf19f-ab82-4c2a-8fb3-fbaab33412fd,2-1,0,30180,29327,853,145,0.6666666667,1294,29.0,laptop,0.0,college,1.0,Russian,0.0,0.0,N,8.337,296.6549596,12770.0,4.2,0,21.07.1984,3,0.0,3,Frederic,40,yes
023c99b1-f32a-4d79-b5d7-197ac75591e2,3-2,0,83830,76018,7812,120,1.0,1438,58.0,desktop,0.0,professional school,0.0,English,0.0,0.0,Y,10.697,94.71440975,2130.0,3.4,0,24.02.1983,4,0.0,3,Allen,78,yes
023c99b1-f32a-4d79-b5d7-197ac75591e2,1-2,1,81450,78604,2846,383,1.0,1438,58.0,desktop,0.0,professional school,0.0,English,0.0,0.0,Y,10.485,292.3515343,10400.0,3.9,0,13.06.1980,1,0.0,3,Alicia,571,yes
023c99b1-f32a-4d79-b5d7-197ac75591e2,2-1,0,52182,51046,1136,145,1.0,1438,58.0,desktop,0.0,professional school,0.0,English,0.0,0.0,Y,8.337,170.43451,410.0,4.5,1,03.10.1978,3,1.0,2,Diana,324,yes
023c99b1-f32a-4d79-b5d7-197ac75591e2,1-1,0,102320,98645,3675,324,1.0,1438,58.0,desktop,0.0,professional school,0.0,English,0.0,0.0,Y,9.6,197.0703026,130.0,4.7,0,26.06.1991,5,0.0,1,Bob,175,yes
023c99b1-f32a-4d79-b5d7-197ac75591e2,2-2,1,39728,38447,1281,166,1.0,1438,58.0,desktop,0.0,professional school,0.0,English,0.0,0.0,Y,7.638,259.0579239,160.0,3.5,4,06.06.1985,5,0.0,1,Danny,1423,yes
023c99b1-f32a-4d79-b5d7-197ac75591e2,3-1,1,32643,30728,1915,106,1.0,1438,58.0,desktop,0.0,professional school,0.0,English,0.0,0.0,Y,11.081,206.9773496,4180.0,3.7,0,10.06.1986,4,1.0,3,Elena,85,yes
025562fd-3b78-416d-b71d-1bab3f5fe6b6,1-2,1,54878,36774,18104,383,1.0,1150,23.0,laptop,0.0,high school,0.0,German,0.0,0.0,N,10.485,624.8980258,3020.0,4.0,0,13.12.1983,5,0.0,3,Gloria,3324,yes
025562fd-3b78-416d-b71d-1bab3f5fe6b6,2-2,1,30389,22371,8018,166,1.0,1150,23.0,laptop,0.0,high school,0.0,German,0.0,0.0,N,7.638,445.2192571,4730.0,4.1,0,16.08.1981,4,0.0,1,Juan,1306,yes
025562fd-3b78-416d-b71d-1bab3f5fe6b6,3-1,0,14214,10663,3551,106,1.0,1150,23.0,laptop,0.0,high school,0.0,German,0.0,0.0,N,11.081,596.4550314,1310.0,4.4,0,19.01.1990,5,1.0,2,Kate,786,yes
025562fd-3b78-416d-b71d-1bab3f5fe6b6,3-2,1,45841,33099,12742,120,1.0,1150,23.0,laptop,0.0,high school,0.0,German,0.0,0.0,N,10.697,217.5292305,6.0,4.2,0,11.04.1991,4,0.0,1,Bonnie,242,yes
025562fd-3b78-416d-b71d-1bab3f5fe6b6,1-1,0,59967,51411,8556,324,1.0,1150,23.0,laptop,0.0,high school,0.0,German,0.0,0.0,N,9.6,378.1291941,58.0,4.5,0,25.09.1992,5,0.0,1,Charley,669,yes
025562fd-3b78-416d-b71d-1bab3f5fe6b6,2-1,0,23230,20488,2742,145,1.0,1150,23.0,laptop,0.0,high school,0.0,German,0.0,0.0,N,8.337,424.638813,1.0,3.8,0,16.08.1989,4,0.0,1,Floyd,896,yes
026078fb-bbd3-403e-9003-57ef39309521,1-2,0,135114,20822,114292,383,0.6666666667,880,24.0,smartphone,1.0,college,1.0,English,0.0,1.0,Y,10.485,1103.64038,4.0,3.1,0,31.10.1991,5,0.0,1,Florence,560,yes
026078fb-bbd3-403e-9003-57ef39309521,1-1,1,131560,112545,19015,324,1.0,880,24.0,smartphone,1.0,college,1.0,English,0.0,1.0,Y,9.6,172.7309076,290.0,3.7,0,31.01.1991,1,0.0,1,Chantal,202,yes
026078fb-bbd3-403e-9003-57ef39309521,2-2,1,64818,26211,38607,166,1.0,880,24.0,smartphone,1.0,college,1.0,English,0.0,1.0,Y,7.638,379.9931327,20020.0,3.9,0,05.07.1979,4,0.0,4,Hugo,480,yes
026078fb-bbd3-403e-9003-57ef39309521,3-2,1,64202,57300,6902,120,0.6666666667,880,24.0,smartphone,1.0,college,1.0,English,0.0,1.0,Y,10.697,125.6544503,230.0,4.0,0,19.08.1985,5,0.0,1,Jerry,196,yes
026078fb-bbd3-403e-9003-57ef39309521,3-1,0,64163,50322,13841,106,1.0,880,24.0,smartphone,1.0,college,1.0,English,0.0,1.0,Y,11.081,126.3860737,3620.0,3.3,0,14.05.1979,4,1.0,2,Bob,152,no
026078fb-bbd3-403e-9003-57ef39309521,2-1,0,82449,22356,60093,145,0.6666666667,880,24.0,smartphone,1.0,college,1.0,English,0.0,1.0,Y,8.337,389.1572732,66730.0,3.1,0,05.12.1982,4,0.0,5,Andrew,249,yes
028c35ca-c434-4a6c-9706-5752290c6d4a,3-2,1,39899,39427,472,120,1.0,1439,35.0,laptop,0.0,professional school,0.0,English,0.0,0.0,Y,10.697,182.6159738,96.0,4.0,0,23.08.1981,2,0.0,3,Emily,45,yes
028c35ca-c434-4a6c-9706-5752290c6d4a,1-2,0,75856,73338,2518,383,1.0,1439,35.0,laptop,0.0,professional school,0.0,English,0.0,0.0,Y,10.485,313.3436963,1650.0,4.3,0,13.03.1989,4,1.0,2,Erin,560,yes
028c35ca-c434-4a6c-9706-5752290c6d4a,1-1,1,67345,65974,1371,324,0.6666666667,1439,35.0,laptop,0.0,professional school,0.0,English,0.0,0.0,Y,9.6,294.6615333,7550.0,3.7,0,23.08.1985,5,0.0,3,Opal,1048,yes
028c35ca-c434-4a6c-9706-5752290c6d4a,2-1,1,47826,47339,487,145,0.6666666667,1439,35.0,laptop,0.0,professional school,0.0,English,0.0,0.0,Y,8.337,183.780815,700.0,3.4,2,24.03.1987,5,0.0,2,Bertha,496,yes
028c35ca-c434-4a6c-9706-5752290c6d4a,2-2,0,43220,42040,1180,166,0.6666666667,1439,35.0,laptop,0.0,professional school,0.0,English,0.0,0.0,Y,7.638,236.9172217,8260.0,4.3,2,17.03.1986,4,0.0,3,Fran,149,yes
028c35ca-c434-4a6c-9706-5752290c6d4a,3-1,0,63440,59545,3895,106,1.0,1439,35.0,laptop,0.0,professional school,0.0,English,0.0,0.0,Y,11.081,106.8099756,200.0,3.7,0,20.11.1993,5,0.0,1,Danny,287,yes
036b67f1-2e0e-4bc3-9616-c53f4bdeebf6,2-1,0,42606,38746,3860,145,1.0,1294,24.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,8.337,224.5393073,1650.0,4.2,0,28.09.1985,4,0.0,2,Bonnie,284,yes
036b67f1-2e0e-4bc3-9616-c53f4bdeebf6,1-2,1,125699,115251,10448,383,1.0,1294,24.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,10.485,199.3908947,160.0,2.2,0,30.11.1981,5,1.0,1,Earl,585,yes
036b67f1-2e0e-4bc3-9616-c53f4bdeebf6,1-1,0,109633,104257,5376,324,1.0,1294,24.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,9.6,186.4622999,3870.0,3.0,0,09.06.1989,5,1.0,2,Georges,505,yes
036b67f1-2e0e-4bc3-9616-c53f4bdeebf6,3-1,0,38050,34040,4010,106,1.0,1294,24.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,11.081,186.8390129,94.0,4.3,0,29.03.1989,4,1.0,3,Bret,129,yes
036b67f1-2e0e-4bc3-9616-c53f4bdeebf6,2-2,1,49429,47296,2133,166,1.0,1294,24.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,7.638,210.5886333,8130.0,4.6,0,27.09.1992,5,1.0,2,Floyd,13,yes
036b67f1-2e0e-4bc3-9616-c53f4bdeebf6,3-2,1,54699,52930,1769,120,1.0,1294,24.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,10.697,136.0287172,1430.0,3.5,1,05.02.1987,5,0.0,1,Irene,273,yes
03f385b7-6b1b-4549-95f3-1d999b1df64a,3-2,0,30216,28401,1815,120,1.0,1150,13.0,laptop,0.0,high school,1.0,English,0.0,0.0,Y,10.697,253.5122003,1260.0,4.6,0,28.06.1988,5,0.0,1,Lili,94,yes
03f385b7-6b1b-4549-95f3-1d999b1df64a,2-1,0,30794,30391,403,145,1.0,1150,13.0,laptop,0.0,high school,1.0,English,0.0,0.0,Y,8.337,286.2689612,250.0,3.7,0,24.02.1983,3,0.0,1,Claudette,1248,yes
03f385b7-6b1b-4549-95f3-1d999b1df64a,3-1,1,24424,21462,2962,106,1.0,1150,13.0,laptop,0.0,high school,1.0,English,0.0,0.0,Y,11.081,296.3377132,4980.0,3.8,0,06.07.1976,5,0.0,2,Isabel,107,yes
03f385b7-6b1b-4549-95f3-1d999b1df64a,1-1,1,57575,50610,6965,324,1.0,1150,13.0,laptop,0.0,high school,1.0,English,0.0,0.0,Y,9.6,384.1138115,5.0,3.6,0,17.01.1993,5,0.0,1,Alex,259,yes
03f385b7-6b1b-4549-95f3-1d999b1df64a,1-2,0,54702,51465,3237,383,0.6666666667,1150,13.0,laptop,0.0,high school,1.0,English,0.0,0.0,Y,10.485,446.5170504,20510.0,4.4,0,17.03.1985,5,0.0,4,Charley,8,yes
03f385b7-6b1b-4549-95f3-1d999b1df64a,2-2,1,21462,17635,3827,166,1.0,1150,13.0,laptop,0.0,high school,1.0,English,0.0,0.0,Y,7.638,564.7859371,12620.0,4.1,0,28.01.1989,5,0.0,2,Frances,37,yes
041129bf-1228-43d2-af14-173e38b15972,2-2,1,50108,50108,0,166,1.0,322,29.0,smartphone,1.0,professional school,1.0,English,0.0,1.0,Y,7.638,198.7706554,170.0,4.3,0,10.04.1986,5,0.0,1,Gaston,32,yes
041129bf-1228-43d2-af14-173e38b15972,1-1,0,85982,61913,24069,324,1.0,322,29.0,smartphone,1.0,professional school,1.0,English,0.0,1.0,Y,9.6,313.9889845,18590.0,4.0,0,17.03.1986,2,0.0,3,Ivan,31,yes
041129bf-1228-43d2-af14-173e38b15972,1-2,1,97833,92089,5744,383,1.0,322,29.0,smartphone,1.0,professional school,1.0,English,0.0,1.0,Y,10.485,249.5412047,10210.0,4.8,0,18.03.1981,5,0.0,3,Jeanne,897,yes
041129bf-1228-43d2-af14-173e38b15972,3-2,1,34953,34953,0,120,1.0,322,29.0,smartphone,1.0,professional school,1.0,English,0.0,1.0,Y,10.697,205.9909021,350.0,3.5,0,28.08.1983,5,0.0,1,Cindy,8,yes
041129bf-1228-43d2-af14-173e38b15972,2-1,0,44842,44570,272,145,1.0,322,29.0,smartphone,1.0,professional school,1.0,English,0.0,1.0,Y,8.337,195.1985641,2650.0,3.6,0,25.07.1985,4,0.0,3,Dennis,445,yes
041129bf-1228-43d2-af14-173e38b15972,3-1,0,27023,26641,382,106,1.0,322,29.0,smartphone,1.0,professional school,1.0,English,0.0,1.0,Y,11.081,238.7297774,,3.8,0,30.05.1989,3,0.0,3,Katrina,112,yes
05407942-f651-4129-adc8-541378ce6ac3,3-2,0,29632,27605,2027,120,1.0,1438,30.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,10.697,260.8223148,91.0,4.7,0,22.09.1988,5,0.0,1,Ophelia,36,yes
05407942-f651-4129-adc8-541378ce6ac3,2-2,1,68226,64903,3323,166,0.6666666667,1438,30.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,7.638,153.4597784,10690.0,4.9,0,12.06.1976,4,0.0,3,Rita,277,yes
05407942-f651-4129-adc8-541378ce6ac3,2-1,0,39275,38411,864,145,1.0,1438,30.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,8.337,226.4976179,25960.0,4.3,1,12.08.1990,5,0.0,3,Wilma,178,yes
05407942-f651-4129-adc8-541378ce6ac3,1-1,0,44574,36008,8566,324,0.6666666667,1438,30.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,9.6,539.8800267,51.0,3.3,0,08.03.1984,2,1.0,1,Humberto,1015,yes
05407942-f651-4129-adc8-541378ce6ac3,1-2,1,68756,57766,10990,383,1.0,1438,30.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,10.485,397.8118616,1110.0,3.4,0,20.06.1978,5,0.0,1,Dolly,1261,yes
05407942-f651-4129-adc8-541378ce6ac3,3-1,1,25703,20800,4903,106,1.0,1438,30.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,11.081,305.7692308,4360.0,3.6,1,22.11.1987,4,0.0,2,Gustav,35,yes
05a92b52-f72a-42f9-936c-9258bf385bf3,3-1,1,46396,42091,4305,106,0.6666666667,1212,52.0,laptop,1.0,graduate school,1.0,English,0.0,1.0,Y,11.081,151.1011855,20370.0,4.0,0,16.06.1988,4,0.0,2,Ike,27,yes
05a92b52-f72a-42f9-936c-9258bf385bf3,1-1,0,83143,73893,9250,324,1.0,1212,52.0,laptop,1.0,graduate school,1.0,English,0.0,1.0,Y,9.6,263.0831067,7110.0,3.9,1,04.10.1988,3,1.0,1,Irene,55,no
05a92b52-f72a-42f9-936c-9258bf385bf3,2-2,1,38015,31685,6330,166,0.6666666667,1212,52.0,laptop,1.0,graduate school,1.0,English,0.0,1.0,Y,7.638,314.344327,24000.0,4.3,1,10.07.1976,4,0.0,1,Isaac,50,yes
05a92b52-f72a-42f9-936c-9258bf385bf3,1-2,1,82294,68337,13957,383,0.6666666667,1212,52.0,laptop,1.0,graduate school,1.0,English,0.0,1.0,Y,10.485,336.2746389,75000.0,3.3,12,12.08.1983,3,0.0,2,Sandy,34,no
05a92b52-f72a-42f9-936c-9258bf385bf3,3-2,0,37277,31776,5501,120,1.0,1212,52.0,laptop,1.0,graduate school,1.0,English,0.0,1.0,Y,10.697,226.5861027,1590.0,3.7,0,27.01.1980,4,0.0,3,Easy,71,yes
05a92b52-f72a-42f9-936c-9258bf385bf3,2-1,0,63325,54977,8348,145,1.0,1212,52.0,laptop,1.0,graduate school,1.0,English,0.0,1.0,Y,8.337,158.2479946,5350.0,3.6,5,28.07.1987,5,0.0,3,King,28,yes
0662696f-dad0-4850-8d7a-6a843036c294,1-1,1,111215,107759,3456,324,1.0,1438,22.0,desktop,0.0,college,0.0,English,0.0,0.0,Y,9.6,180.402565,150.0,4.4,0,21.07.1986,1,0.0,1,Able,315,yes
0662696f-dad0-4850-8d7a-6a843036c294,3-2,0,33843,31705,2138,120,1.0,1438,22.0,desktop,0.0,college,0.0,English,0.0,0.0,Y,10.697,227.0935184,58.0,4.0,0,29.08.1985,4,0.0,1,Barbara,717,yes
0662696f-dad0-4850-8d7a-6a843036c294,1-2,0,80162,78671,1491,383,1.0,1438,22.0,desktop,0.0,college,0.0,English,0.0,0.0,Y,10.485,292.1025537,15.0,2.1,0,11.04.1991,5,0.0,1,Florence,70,yes
0662696f-dad0-4850-8d7a-6a843036c294,2-2,1,40886,39635,1251,166,1.0,1438,22.0,desktop,0.0,college,0.0,English,0.0,0.0,Y,7.638,251.2930491,19321.0,3.2,0,21.07.1979,5,0.0,3,Carol,383,yes
0662696f-dad0-4850-8d7a-6a843036c294,3-1,1,30465,29320,1145,106,1.0,1438,22.0,desktop,0.0,college,0.0,English,0.0,0.0,Y,11.081,216.9167804,3230.0,3.5,0,29.09.1984,5,0.0,3,Edna,28,yes
0662696f-dad0-4850-8d7a-6a843036c294,2-1,0,42632,41006,1626,145,0.3333333333,1438,22.0,desktop,0.0,college,0.0,English,0.0,0.0,Y,8.337,212.1640736,24260.0,4.1,0,12.01.1994,4,1.0,4,Hazel,134,yes
06d98056-2cc4-4216-85e9-e3fe7d5751fe,3-2,1,31799,22785,9014,120,0.6666666667,1212,18.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,10.697,315.9973667,2030.0,4.6,0,13.05.1991,5,0.0,3,Connie,144,yes
06d98056-2cc4-4216-85e9-e3fe7d5751fe,1-2,0,60443,45150,15293,383,1.0,1212,18.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,10.485,508.9700997,14730.0,3.8,0,09.03.1988,5,1.0,1,Diane,26,yes
06d98056-2cc4-4216-85e9-e3fe7d5751fe,2-1,1,28001,26601,1400,145,0.6666666667,1212,18.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,8.337,327.0553739,6200.0,3.8,1,20.12.1980,4,0.0,3,Ione,597,yes
06d98056-2cc4-4216-85e9-e3fe7d5751fe,1-1,1,59757,54181,5576,324,1.0,1212,18.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,9.6,358.7973644,1540.0,3.8,0,11.02.1985,4,0.0,2,Flossy,313,yes
06d98056-2cc4-4216-85e9-e3fe7d5751fe,3-1,0,19246,13685,5561,106,1.0,1212,18.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,11.081,464.7424187,,4.2,0,03.07.1987,4,1.0,4,Audrey,1182,yes
06d98056-2cc4-4216-85e9-e3fe7d5751fe,2-2,0,22228,20324,1904,166,1.0,1212,18.0,laptop,0.0,college,0.0,English,0.0,0.0,Y,7.638,490.0610116,540.0,3.9,0,05.05.1986,4,0.0,3,Helene,560,yes
