Unnamed: 0,female,black,housing_expense_ratio,self_employed,married,mortgage_credit,consumer_credit,bad_history,PI_ratio,deny,loan_to_value,denied_PMI,accept,ndam,eval,weight,occupation,age,page_id,category,name,county,native
93,0.0,0,0.22,0,0.0,2,2,0,0.32,0,0.7305936,0,1,75000.0,3.3,78.0,5,57.0,1-2,2,Sandy,Butte,no
94,0.0,0,0.256,1,1.0,2,1,0,0.312,0,0.7922078,0,1,1590.0,3.7,76.0,3,27.0,2-1,3,Easy,San Mateo,yes
95,0.0,0,0.31,0,0.0,2,1,0,0.33,0,0.5802469,0,1,5350.0,3.6,64.0,1,42.0,2-1,3,King,Tulare,yes
96,0.0,0,0.31,0,1.0,2,2,0,0.32,0,0.6363636,0,1,150.0,4.4,64.0,6,57.0,1-1,1,Able,Los Angeles,yes
97,0.0,0,0.3,0,1.0,1,2,0,0.38,0,0.87647057,0,1,58.0,4.0,71.0,6,37.0,2-2,1,Barbara,Imperial,yes
98,0.0,0,0.2,0,1.0,2,1,0,0.32,0,0.7969925,0,1,15.0,2.1,82.0,5,37.0,1-1,1,Florence,Imperial,yes
99,0.0,0,0.22,0,1.0,2,1,0,0.23,0,0.9222222,0,1,19321.0,3.2,81.0,6,37.0,3-1,3,Carol,Los Angeles,yes
100,0.0,0,0.27,0,1.0,2,2,0,0.27,0,0.75126904,0,1,3230.0,3.5,78.0,1,27.0,3-2,3,Edna,Kern,yes
101,1.0,0,0.314,0,0.0,1,5,0,0.314,0,0.6666667,0,1,24260.0,4.1,82.0,6,37.0,3-1,4,Hazel,Kern,yes
102,0.0,0,0.23,0,0.0,2,3,0,0.35,0,0.8518519,0,1,2030.0,4.6,73.0,4,22.0,1-2,3,Connie,Sutter,yes
103,1.0,0,0.27,1,0.0,2,2,0,0.32,0,0.74336284,0,1,14730.0,3.8,72.0,6,57.0,2-2,1,Diane,Mendocino,yes
104,0.0,0,0.102,0,1.0,1,1,0,0.35799998,0,0.8,0,1,6200.0,3.8,80.0,6,37.0,3-1,3,Ione,San Bernardino,yes
105,0.0,0,0.33,0,0.0,2,1,0,0.35,1,0.9296875,1,0,1540.0,3.8,62.0,6,22.0,2-1,2,Flossy,San Benito,yes
106,1.0,0,0.24,0,1.0,2,3,0,0.34,0,0.92253524,0,1,,4.2,78.0,5,27.0,2-1,4,Audrey,Los Angeles,yes
107,0.0,0,0.22,1,0.0,2,2,0,0.31,0,0.8,0,1,540.0,3.9,62.0,5,57.0,1-1,3,Helene,Butte,yes
108,0.0,0,0.21,0,1.0,3,3,0,0.29,0,0.7032258,0,1,430.0,4.5,78.0,6,32.0,3-2,1,Debra,Kern,yes
109,0.0,0,0.39,0,1.0,2,1,0,0.61,1,0.5555556,0,0,510.0,4.5,77.0,5,22.0,1-2,3,Gracie,Ventura,yes
110,0.0,0,0.22600001,0,1.0,1,1,0,0.26299998,0,0.62540716,0,1,53270.0,4.4,77.0,1,32.0,2-1,4,Donna,Fresno,yes
111,0.0,0,0.258,0,0.0,2,2,0,0.262,0,0.6870229,0,1,35.0,4.4,71.0,6,37.0,1-1,1,Ethel,Los Angeles,yes
112,0.0,0,0.289,0,1.0,2,1,0,0.36,0,0.7875,0,1,15850.0,4.4,80.0,5,32.0,1-1,4,Carla,Madera,yes
113,0.0,0,0.31,1,0.0,1,2,0,0.46,1,1.1055555,0,0,300.0,4.5,74.0,7,42.0,2-1,1,Cindy,Orange,yes
114,0.0,0,0.218,0,1.0,2,1,0,0.305,0,0.6666667,0,1,6450.0,4.3,78.0,5,27.0,2-2,2,Cleo,Tulare,yes
115,0.0,0,0.28,0,0.0,2,2,0,0.384,0,0.50666666,0,1,16260.0,4.6,68.0,6,37.0,3-1,2,Dora,Santa Clara,yes
116,0.0,0,0.215,1,1.0,2,1,0,0.264,0,0.7881773,0,1,2770.0,4.8,71.0,3,37.0,3-1,3,Hilda,Imperial,yes
117,0.0,0,0.309,0,1.0,1,1,0,0.33,0,0.30232558,0,1,800.0,4.3,87.0,6,32.0,1-1,2,Isbell,San Diego,yes
118,1.0,1,0.31,1,0.0,2,3,0,0.47,1,0.89261746,0,0,20000.0,4.0,81.0,1,22.0,1-1,3,Betsy,Shasta,yes
119,0.0,0,0.18,0,1.0,2,1,0,0.19,0,0.73888886,0,1,730.0,4.0,76.0,2,27.0,3-1,2,Alma,Tulare,yes
120,0.0,0,0.3,0,0.0,2,4,0,0.3,0,0.8947368,0,1,99.0,3.9,67.0,2,27.0,3-1,1,Inez,Tehama,yes
121,0.0,0,0.26,0,1.0,1,1,0,0.36,0,0.7386364,0,1,5060.0,3.3,72.0,5,42.0,3-2,3,Beulah,Tulare,yes
122,1.0,0,0.26,0,0.0,2,1,0,0.33,0,0.7,0,1,800.0,4.5,75.0,5,42.0,3-1,2,Gladys,Fresno,yes
123,0.0,0,0.23,0,0.0,2,1,0,0.23,0,0.7368421,0,1,23040.0,4.5,90.0,1,27.0,1-2,5,Camille,Monterey,yes
124,0.0,0,0.34,0,1.0,1,3,0,0.41,0,0.8,0,1,6870.0,4.5,73.0,5,22.0,2-2,3,Celia,Tulare,yes
125,1.0,0,0.3,0,1.0,2,2,0,0.36,0,0.9506173,0,1,300.0,2.5,74.0,6,37.0,2-2,2,Edith,Riverside,yes
126,0.0,0,0.33,0,1.0,2,1,0,0.41,1,0.6945946,0,0,500.0,4.3,63.0,4,22.0,1-2,1,Fern,Sonoma,yes
127,0.0,0,0.33,0,1.0,2,1,0,0.33,0,0.6818182,0,1,200.0,4.5,76.0,5,27.0,2-2,1,Ginger,Los Angeles,yes
128,1.0,0,0.29,0,0.0,2,6,1,0.29,1,0.5714286,0,0,20430.0,4.7,70.0,6,32.0,3-1,1,Agnes,Tehama,yes
129,0.0,0,0.28,0,1.0,1,1,0,0.41,0,0.7867868,0,1,1180.0,3.5,74.0,6,27.0,3-1,3,Carmen,San Mateo,yes
130,0.0,0,0.28,0,1.0,2,1,0,0.33,0,0.8978723,0,1,6190.0,4.5,81.0,1,27.0,1-2,3,Eloise,Siskiyou,yes
131,1.0,0,0.19,0,1.0,1,1,0,0.23,0,0.88917524,0,1,570.0,3.8,75.0,6,42.0,2-2,1,Belle,Kern,yes
132,0.0,0,0.34,1,1.0,1,1,0,0.39,0,0.717037,0,1,66.0,4.5,78.0,6,27.0,2-1,1,Babe,Stanislaus,yes
133,0.0,0,0.15,1,1.0,1,5,0,0.39,0,0.79846936,0,1,70.0,4.3,70.0,6,27.0,3-2,1,Bob,Tuolumne,yes
134,0.0,0,0.24,0,1.0,1,1,0,0.27,0,0.8,0,1,2700.0,3.9,79.0,5,32.0,2-1,2,David,San Mateo,yes
135,0.0,0,0.142,1,0.0,1,1,0,0.384,0,0.8,0,1,12770.0,4.3,81.0,5,32.0,1-1,3,Frederic,El Dorado,yes
136,0.0,1,0.277,0,0.0,2,6,0,0.382,0,0.8041237,0,1,2130.0,4.2,73.0,6,22.0,1-2,3,Allen,Merced,yes
137,0.0,0,0.261,0,1.0,2,1,0,0.37,0,0.5813008,0,1,10400.0,5.0,75.0,1,37.0,1-1,3,Alicia,San Joaquin,yes
138,0.0,0,0.32299998,0,0.0,2,4,0,0.325,0,0.7819149,0,1,410.0,5.0,77.0,5,27.0,2-1,2,Diana,Fresno,yes
139,0.0,0,0.35799998,0,0.0,1,1,0,0.398,0,0.64285713,0,1,130.0,4.6,72.0,5,27.0,3-1,1,Bob,Sacramento,yes
140,0.0,0,0.306,0,0.0,2,2,0,0.395,0,0.8,0,1,160.0,5.0,78.0,1,27.0,1-2,1,Danny,Stanislaus,yes
141,0.0,0,0.337,0,0.0,2,1,0,0.407,0,0.7489362,0,1,4180.0,4.7,77.0,6,32.0,2-2,3,Elena,Merced,yes
142,1.0,0,0.199,0,0.0,2,1,0,0.301,0,0.7790698,0,1,3020.0,5.0,76.0,5,27.0,1-1,3,Gloria,Ventura,yes
143,0.0,0,0.318,0,0.0,2,1,0,0.365,0,0.9,0,1,4730.0,2.7,72.0,5,52.0,3-2,1,Juan,Humboldt,no
144,1.0,0,0.257,0,0.0,2,1,0,0.266,0,0.7977528,0,1,1310.0,4.0,70.0,6,27.0,3-1,2,Kate,Humboldt,no
145,0.0,0,0.24200001,0,1.0,2,1,0,0.268,0,0.8947368,0,1,6.0,4.4,76.0,5,37.0,3-2,1,Bonnie,San Diego,yes
146,0.0,0,0.22600001,0,1.0,2,1,0,0.269,0,0.7987805,0,1,58.0,4.4,85.0,5,27.0,2-2,1,Charley,Lake,yes
147,0.0,1,0.315,0,0.0,2,6,0,0.409,0,0.88785046,0,1,1.0,4.3,75.0,1,52.0,3-2,1,Floyd,Humboldt,yes
148,0.0,0,0.28,0,1.0,2,6,0,0.308,0,0.5813953,0,1,4.0,3.5,90.0,6,57.0,3-2,1,Florence,Ventura,yes
149,1.0,0,0.311,0,0.0,2,5,0,0.311,0,0.6666667,0,1,290.0,3.8,78.0,5,27.0,1-2,1,Chantal,Tehama,yes
150,0.0,1,0.3,0,1.0,2,1,0,0.36,0,0.8627451,0,1,20020.0,3.9,82.0,6,37.0,3-2,4,Hugo,Sacramento,yes
151,0.0,0,0.31,0,1.0,2,2,0,0.39,0,0.81333333,0,1,230.0,3.7,87.0,4,22.0,3-1,1,Jerry,San Joaquin,yes
152,0.0,0,0.32,0,1.0,2,1,0,0.32,0,0.7323077,0,1,3620.0,3.3,85.0,5,32.0,2-1,2,Bob,Siskiyou,yes
153,0.0,0,0.16,0,1.0,2,1,0,0.18,0,0.3148148,0,1,66730.0,4.0,70.0,6,37.0,1-2,5,Andrew,Stanislaus,yes
154,0.0,0,0.27,0,1.0,2,6,0,0.34,0,0.37980768,0,1,96.0,3.8,75.0,4,22.0,3-1,3,Emily,Fresno,yes
155,1.0,1,0.32799998,0,0.0,2,1,0,0.32799998,0,0.8689655,0,1,1650.0,4.2,82.0,6,42.0,3-1,2,Erin,Orange,no
156,0.0,1,0.2894,0,0.0,2,6,0,0.3838,1,0.9879518,0,0,7550.0,3.1,80.0,1,52.0,1-2,3,Opal,Orange,no
157,0.0,1,0.253,0,1.0,2,6,0,0.338,0,0.9,0,1,700.0,3.6,86.0,1,37.0,1-2,2,Bertha,Kings,no
158,0.0,0,0.271,0,1.0,2,1,0,0.28100002,0,0.4675,0,1,8260.0,3.3,74.0,5,27.0,3-1,3,Fran,Tulare,yes
159,0.0,1,0.33380002,0,0.0,2,6,1,0.3923,1,0.90225565,0,0,200.0,2.9,75.0,5,32.0,3-1,1,Danny,San Diego,yes
160,0.0,0,0.20899999,0,1.0,1,1,0,0.363,0,0.47138047,0,1,1650.0,3.1,85.0,6,27.0,2-2,2,Bonnie,Shasta,yes
161,0.0,0,0.2308,0,1.0,1,1,0,0.2458,0,0.31111112,0,1,160.0,4.0,80.0,5,27.0,3-1,1,Earl,Merced,yes
162,0.0,0,0.3309,0,1.0,2,1,0,0.3821,0,0.7972973,0,1,3870.0,4.0,67.0,6,37.0,2-2,2,Georges,Sutter,yes
163,0.0,0,0.28,0,1.0,1,1,0,0.32,0,0.65,0,1,94.0,4.2,85.0,5,47.0,2-2,3,Bret,San Diego,yes
164,0.0,1,0.255,0,1.0,2,5,0,0.286,0,0.65,0,1,8130.0,3.8,84.0,1,32.0,2-1,2,Floyd,Los Angeles,yes
165,0.0,0,0.21,0,0.0,1,2,0,0.266,0,0.5555556,0,1,1430.0,4.3,93.0,1,27.0,3-1,1,Irene,Kern,yes
166,0.0,1,0.287,0,1.0,1,1,0,0.315,0,0.9013158,0,1,1260.0,4.6,70.0,5,57.0,1-2,1,Lili,Sutter,yes
167,0.0,1,0.239,0,0.0,2,1,0,0.3047,0,0.47826087,0,1,250.0,4.3,80.0,5,22.0,2-2,1,Claudette,San Diego,yes
168,0.0,0,0.292,0,0.0,2,1,0,0.338,0,0.9028571,0,1,4980.0,3.6,65.0,3,42.0,3-2,2,Isabel,San Bernardino,yes
169,0.0,0,0.273,0,0.0,2,1,0,0.366,0,0.65178573,0,1,5.0,4.2,66.0,2,57.0,2-2,1,Alex,Orange,yes
170,0.0,1,0.245,1,1.0,2,1,0,0.371,0,0.59322035,0,1,20510.0,3.9,81.0,6,57.0,2-1,4,Charley,Sonoma,yes
171,0.0,0,0.319,0,1.0,2,1,0,0.38099998,0,0.31558186,0,1,12620.0,4.1,76.0,4,22.0,2-2,2,Frances,Shasta,yes
172,0.0,1,0.31,0,0.0,2,1,0,0.35,0,0.89855075,0,1,170.0,4.0,66.0,1,32.0,3-1,1,Gaston,Tehama,yes
173,0.0,1,0.29,0,1.0,2,2,0,0.34,0,0.95238096,0,1,18590.0,4.3,80.0,5,42.0,1-1,3,Ivan,Tuolumne,yes
174,0.0,0,0.2125,0,1.0,2,6,0,0.26520002,0,0.8910891,0,1,10210.0,3.9,79.0,6,27.0,1-2,3,Jeanne,Siskiyou,yes
175,0.0,0,0.26,0,0.0,2,2,0,0.35,0,0.9,0,1,350.0,4.2,70.0,5,32.0,3-1,1,Cindy,Humboldt,yes
176,0.0,1,0.26,0,0.0,2,6,0,0.39,1,0.90225565,0,0,2650.0,4.2,84.0,5,27.0,2-2,3,Dennis,Contra Costa,yes
177,0.0,0,0.24,1,0.0,2,2,0,0.39,1,0.779661,0,0,,4.9,66.0,1,27.0,2-2,3,Katrina,Tuolumne,yes
